"COD_DANE12","X","Y","ORDEN_DE_S","EMAIL","WEB","Fecha","COLEGIO_SE","P_Puntaje_2021","EVALUADOS","P_Lectura","P_Matemati","P_Sociales","P_Ciencias","P_Ingles","Sector","CALENDARIO","GENERO","COD_LOCA","NATU_JUR","CLASE_TIPO","Ciencias_N","Ciencias_1","Ciencias_2","Ciencias_3","Ingles_A","Ingles_A1","Ingles_A2","Ingles_B1","Ingles_B","Lectura_1","Lectura_2","Lectura_3","Lectura_4","Matematica","Matemati_1","Matemati_2","Matemati_3","SocialC_1","SocialC_2","SocialC_3","SocialC_4","PCiencias_","PCiencias1","PCiencia_1","PCiencia_2","PIngles_A1","PIngles_A2","PIngles_B1","PIngles_A","PIngles_B","PLectura_1","PLectura_2","PLectura_3","PLectura_4","PMatematic","PMatemat_1","PMatemat_2","PMatemat_3","PSocialC_1","PSocialC_2","PSocialC_3","PSocialC_4","Categoria","Thombre","Tmujer","ESTRATO","Thombre_aprob","Tmujer_aprob","Thombre_des","Tmujer_des","DENSITY","P_Puntaje_2019","P_Puntaje_2020","P_Puntaje_2022"
311001036900,-74.1639305899417,4.63819664028421,"A","colciudadpatiobonito@hotmail  --  colciudadpatiobonito@hotmail.ocm","www.colegiociudadpatiobonito.edu.co","2021/12/31","COLEGIO CIUDAD PATIO BONITO",259.6153846,45,54,52,50,51,54,1,1,5,8,13,4,4,33,9,0,11,21,12,2,1,2,10,29,4,2,18,26,0,10,23,11,1,0.086956522,0.717391304,0.195652174,0,0.456521739,0.260869565,0.043478261,0.239130435,0.02173913,0.043478261,0.217391304,0.630434783,0.086956522,0.043478261,0.391304348,0.565217391,0,0.217391304,0.5,0.239130435,0.02173913,3,1.47,1.06,2,85.22,88.65,0.77,0.71,548.796445738,253.8461538,247.3076923,260.3846154
311001037051,-74.1116224599053,4.50992118370489,"A","COLSAIS@HOTMAIL.COM - COLSAISACADEMICO@HOTMAIL.COM","www.colegiosanisidro.com","2021/12/31","COLEGIO SAN ISIDRO",288.8461538,8,61,57,58,54,61,1,1,5,5,8,4,1,3,4,0,1,0,6,1,0,0,1,6,1,1,0,7,0,1,2,5,0,0.125,0.375,0.5,0,0,0.75,0.125,0.125,0,0,0.125,0.75,0.125,0.125,0,0.875,0,0.125,0.25,0.625,0,2,1.44,1.11,2,88.12,90.7,1.22,0.92,257.824482571,257.6923077,264.2307692,301.9230769
311001037094,-74.1062040898095,4.69001470828462,"A","cedscalas10@educacionbogota.edu.co  --  rectoriacentroeducativoscalas@gmail.com","www.centroeducativoscalas.edu.co","2021/12/31","CENTRO EDUCATIVO SCALAS",317.6923077,36,66,65,62,60,67,1,1,5,10,1,4,0,10,22,4,0,9,9,15,3,0,0,15,21,0,1,25,10,1,9,18,8,0,0.277777778,0.611111111,0.111111111,0.25,0.25,0.416666667,0,0.083333333,0,0,0.416666667,0.583333333,0,0.027777778,0.694444444,0.277777778,0.027777778,0.25,0.5,0.222222222,1,1.38,1.03,3,86.17,87.71,1.45,1.31,268.675374031,315.7692308,311.9230769,315.3846154
311001037566,-74.107847860354,4.61438986624493,"A","colegiolopedevega1983@outlook.com","www.colegiolopedevega.edu.co","2021/12/31","COLEGIO LOPE DE VEGA",280.7692308,34,59,58,52,54,61,1,1,5,16,13,4,2,17,15,0,1,13,14,5,1,1,5,20,8,0,6,25,3,4,20,9,1,0.058823529,0.5,0.441176471,0,0.382352941,0.411764706,0.147058824,0.029411765,0.029411765,0.029411765,0.147058824,0.588235294,0.235294118,0,0.176470588,0.735294118,0.088235294,0.117647059,0.588235294,0.264705882,0.029411765,2,1.74,1.21,3,84.59,87.95,1.74,1.17,237.134316238,293.8461538,270.3846154,278.8461538
311001038163,-74.107752750325,4.70413640405854,"A","licstapaula@yahoo.com  --  coordinacionacademicalsp@gmail.com","www.liceosantapaula.edu.co","2021/12/31","LICEO SANTA PAULA",307.3076923,16,62,63,59,60,67,1,1,5,10,13,4,0,3,12,1,0,4,3,8,1,0,2,6,8,0,1,11,4,1,6,8,1,0,0.1875,0.75,0.0625,0.25,0.1875,0.5,0,0.0625,0,0.125,0.375,0.5,0,0.0625,0.6875,0.25,0.0625,0.375,0.5,0.0625,2,1.38,1.03,3,86.17,87.71,1.45,1.31,268.675374031,280.7692308,295.7692308,308.8461538
311001038201,-74.0685063302339,4.63425919222644,"A","liceo@ucatolica.edu.co","www.ucatolica.edu.co","2021/12/31","LICEO DE LA UNIVERSIDAD CATOLICA",334.6153846,53,68,70,64,63,75,1,1,5,13,8,4,0,7,35,12,0,1,12,26,14,0,1,15,38,0,0,30,24,0,7,38,9,0,0.12962963,0.648148148,0.222222222,0.018518519,0.222222222,0.481481481,0,0.259259259,0,0.018518519,0.277777778,0.703703704,0,0,0.555555556,0.444444444,0,0.12962963,0.703703704,0.166666667,1,0.52,0.47,4,0,0,0,0,115.892692369,338.0769231,315.7692308,335.7692308
311001038317,-74.100917659771,4.69622311203121,"A","informacion@colegiomayorprimerosmaestros.edu.co","www.colegiomayorpimerosmaestros.com","2021/12/31","COLEGIO MAYOR PRIMEROS MAESTROS",291.202946,47,60,58,56,56,65,1,1,5,10,8,4,1,17,26,0,4,9,12,14,5,0,8,23,13,1,7,34,2,3,20,14,7,0.022727273,0.386363636,0.590909091,0,0.204545455,0.272727273,0.318181818,0.090909091,0.113636364,0,0.181818182,0.522727273,0.295454545,0.022727273,0.159090909,0.772727273,0.045454545,0.068181818,0.454545455,0.318181818,0.159090909,2,1.38,1.03,3,86.17,87.71,1.45,1.31,268.675374031,283.8701923,270.1794872,294.06037
311001038368,-74.1402991801926,4.56257118025912,"A","colegio_cofra2005@hotmail.com","Z-NO TIENE","2021/12/31","COLEGIO COFRATERNIDAD DE SAN FERNANDO",250.7692308,73,53,51,48,49,49,1,1,5,19,15,5,8,57,11,0,29,33,11,1,1,1,30,40,5,3,31,42,0,22,36,19,0,0.105263158,0.75,0.144736842,0,0.434210526,0.144736842,0.013157895,0.381578947,0.013157895,0.013157895,0.394736842,0.526315789,0.065789474,0.039473684,0.407894737,0.552631579,0,0.289473684,0.473684211,0.25,0,3,1.67,1.14,2,88.91,90.92,0.5,0.35,426.716438139,260.7692308,258.4615385,284.2307692
311001038911,-74.109299480361,4.54876973417203,"A","liceojmcinco@gmail.com","","2021/12/31","LICEO JUAN MIGUEL",260.3846154,22,55,52,51,51,50,1,1,5,18,13,4,2,16,5,0,10,5,6,1,0,0,7,15,1,0,9,14,0,4,13,6,0,0.086956522,0.695652174,0.217391304,0,0.217391304,0.260869565,0.043478261,0.434782609,0,0,0.304347826,0.652173913,0.043478261,0,0.391304348,0.608695652,0,0.173913043,0.565217391,0.260869565,0,3,1.55,1.21,2,84.68,87.91,1.28,0.76,374.543896683,248.8461538,241.1538462,276.5384615
311001039003,-74.1137019501936,4.60474169105821,"A","ciudadmontes@gmail.com","www.colegiociudadmontes.com","2021/12/31","COLEGIO CIUDAD MONTES",306.9230769,21,62,64,56,61,69,1,1,5,16,13,4,0,7,13,1,0,0,8,12,1,0,4,10,7,0,0,16,5,0,10,10,1,0,0.333333333,0.619047619,0.047619048,0,0.380952381,0.571428571,0,0.047619048,0,0.19047619,0.476190476,0.333333333,0,0,0.761904762,0.238095238,0,0.476190476,0.476190476,0.047619048,1,1.74,1.21,3,84.59,87.95,1.74,1.17,237.134316238,301.9230769,294.6153846,298.8461538
311001039399,-74.0981438301586,4.67093258829498,"A","gerencia@coelgiohenrywallom.com  --  julioarmando07@gmail.com","","2021/12/31","COLEGIO HENRY WALLON",248.0769231,10,52,50,48,47,54,1,1,5,10,13,4,0,10,0,0,4,3,1,2,0,0,5,3,2,0,5,5,0,2,6,2,0,0,1,0,0,0.3,0.1,0.2,0.4,0,0,0.5,0.3,0.2,0,0.5,0.5,0,0.2,0.6,0.2,0,2,1.38,1.03,3,89.28,91.71,1.66,1.21,234.204297324,270,266.5384615,241.9230769
311001039747,-74.1751851401654,4.60800340015425,"A","colalexanderfleming@hotmail.com - coalfleming@gmail.com","","2021/12/31","COLEGIO ALEXANDER FLEMING",281.5384615,15,59,57,53,55,60,1,1,5,8,13,4,1,8,6,0,2,2,8,3,0,0,1,13,1,0,3,11,1,3,5,6,1,0.066666667,0.533333333,0.4,0,0.133333333,0.533333333,0.2,0.133333333,0,0,0.066666667,0.866666667,0.066666667,0,0.2,0.733333333,0.066666667,0.2,0.333333333,0.4,0.066666667,2,1.47,1.06,3,89.77,90.93,0.77,0.34,342.204666539,283.0769231,266.9230769,269.2307692
311001039780,-74.1648623198595,4.58792997266442,"A","orestesindici@yahoo.com","","2021/12/31","INSTITUTO ORESTES SINDICI",257.6923077,37,56,50,50,49,55,1,1,5,19,11,4,5,23,9,0,5,20,8,4,0,1,5,26,5,1,15,21,0,6,24,6,1,0.135135135,0.621621622,0.243243243,0,0.540540541,0.216216216,0.108108108,0.135135135,0,0.027027027,0.135135135,0.702702703,0.135135135,0.027027027,0.405405405,0.567567568,0,0.162162162,0.648648649,0.162162162,0.027027027,3,1.67,1.14,2,84.64,88.63,2.12,1.45,293.036581025,265.7692308,262.3076923,270
311001039852,-74.1657008100406,4.5882547179897,"A","isaldc@hotmail.com","","2021/12/31","INSTITUTO SANTA ANA LUZ DEL CARMEN",275.7692308,24,58,55,53,54,57,1,1,5,19,13,4,2,13,9,0,3,10,8,3,0,1,4,13,6,0,7,17,0,3,12,9,0,0.083333333,0.541666667,0.375,0,0.416666667,0.333333333,0.125,0.125,0,0.041666667,0.166666667,0.541666667,0.25,0,0.291666667,0.708333333,0,0.125,0.5,0.375,0,2,1.67,1.14,2,84.64,88.63,2.12,1.45,293.036581025,265.7692308,266.5384615,280.7692308
311001039984,-74.1458945696034,4.61939221859346,"A","culturalciudadkennedy@hotmail.com -- marmorenos@hotmail.com","www.institutoculturalciudadkennedy.edu.co  --  www.icck.edu.co","2021/12/31","INSTITUTO CULTURAL CIUDAD KENNEDY",256.9230769,18,54,54,49,49,50,1,1,5,8,13,4,1,16,2,0,6,8,4,0,0,0,8,10,1,0,7,10,2,4,11,4,0,0.052631579,0.842105263,0.105263158,0,0.421052632,0.210526316,0,0.315789474,0,0,0.421052632,0.526315789,0.052631579,0,0.368421053,0.526315789,0.105263158,0.210526316,0.578947368,0.210526316,0,2,1.47,1.06,3,80.82,83.88,1.97,1.42,285.522465006,273.8461538,266.1538462,258.4615385
311001040168,-74.0886987195808,4.56440258666767,"A","lsssendero@hotmail.com","","2021/12/31","LICEO SENDERO DEL SABER",209.6153846,14,47,42,38,40,44,1,1,5,4,13,4,8,6,0,0,10,4,0,0,0,0,12,2,0,2,11,1,0,9,5,0,0,0.571428571,0.428571429,0,0,0.285714286,0,0,0.714285714,0,0,0.857142857,0.142857143,0,0.142857143,0.785714286,0.071428571,0,0.642857143,0.357142857,0,0,4,1.34,0.86,2,86.3,89.18,1.64,1.07,351.773155874,214.6153846,229.2307692,241.5384615
311001040290,-74.1427134195867,4.71191746831665,"A","liceosasab@hotmail.com","www.liceosalomonsabio.edu.co","2021/12/31","LICEO SALOMON SABIO",304.6153846,24,63,63,58,60,60,1,1,5,10,13,4,0,7,15,2,3,5,11,5,0,0,1,13,10,1,0,16,7,1,6,14,3,0,0.291666667,0.625,0.083333333,0.208333333,0.458333333,0.208333333,0.125,0,0,0.041666667,0.541666667,0.416666667,0.041666667,0,0.666666667,0.291666667,0.041666667,0.25,0.583333333,0.125,1,1.38,1.03,2,92.34,94.37,1.38,0.86,222.634971795,283.8461538,302.6923077,285.7692308
311001040338,-74.1140914498194,4.49572186586203,"A","colegio_lalg@hotmail.com","","2021/12/31","LICEO ADOLFO LEON GOMEZ",298.0769231,3,61,64,58,58,52,1,1,5,5,15,4,0,1,2,0,0,3,0,0,0,0,0,3,0,0,0,2,1,0,1,2,0,0,0.333333333,0.666666667,0,1,0,0,0,0,0,0,1,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,3,1.44,1.11,1,86.81,89.78,1.24,1.03,176.042047774,251.1538462,256.9230769,233.0769231
311001040362,-74.0837142195976,4.54663033044163,"A","liceosanjose74@hotmail.com","","2021/12/31","LICEO SAN JOSE ORIENTAL",256.9230769,55,54,52,49,50,53,1,1,5,4,15,4,6,38,10,1,13,24,14,4,0,3,18,27,7,3,18,33,1,13,26,16,0,0.109090909,0.690909091,0.181818182,0.018181818,0.436363636,0.254545455,0.072727273,0.236363636,0,0.054545455,0.327272727,0.490909091,0.127272727,0.054545455,0.327272727,0.6,0.018181818,0.236363636,0.472727273,0.290909091,0,3,1.34,0.86,2,86.73,89.65,1.45,0.98,265.121012922,263.0769231,254.2307692,259.6153846
311001040401,-74.1552512096004,4.61255490884162,"A","edu.mundonuevo90@hotmail.com - edumundonuevo90@hotmail.com","www.colmundonuevo.edu.co","2021/12/31","COLEGIO DE FORMACION INTEGRAL MUNDO NUEVO",301.1538462,45,63,62,57,58,63,1,1,5,8,13,4,0,17,25,3,2,16,12,11,4,0,3,22,20,0,6,30,9,3,16,23,3,0,0.377777778,0.555555556,0.066666667,0.355555556,0.266666667,0.244444444,0.044444444,0.088888889,0,0.066666667,0.488888889,0.444444444,0,0.133333333,0.666666667,0.2,0.066666667,0.355555556,0.511111111,0.066666667,1,1.47,1.06,3,89.77,90.93,0.77,0.34,342.204666539,288.0769231,291.5384615,290
311001040630,-74.1107711202224,4.68148416720062,"A","gmonjes@hotmail.com","www.gimnasiolosmojes.edu.co","2021/12/31","GIMNASIO LOS MONJES",281.1538462,42,58,57,55,54,59,1,1,5,10,13,4,1,23,16,2,7,10,15,9,1,0,9,26,7,0,11,29,2,5,16,20,1,0.023809524,0.547619048,0.380952381,0.047619048,0.238095238,0.357142857,0.214285714,0.166666667,0.023809524,0,0.214285714,0.619047619,0.166666667,0,0.261904762,0.69047619,0.047619048,0.119047619,0.380952381,0.476190476,0.023809524,2,1.38,1.03,3,85.69,90.75,1.54,0.83,211.322992578,292.3076923,288.8461538,298.4615385
311001040869,-74.1148589299739,4.71627482809245,"A","lpboliv@hotmail.com  --  contacto@lpb.edu.co","","2021/12/31","LICEO PSICOPEDAGOGICO BOLIVIA",276.5384615,51,58,56,52,54,59,1,1,5,10,15,4,3,25,22,1,5,19,16,10,1,1,6,34,10,1,12,34,4,6,29,15,1,0.058823529,0.490196078,0.431372549,0.019607843,0.37254902,0.31372549,0.196078431,0.098039216,0.019607843,0.019607843,0.117647059,0.666666667,0.196078431,0.019607843,0.235294118,0.666666667,0.078431373,0.117647059,0.568627451,0.294117647,0.019607843,2,1.38,1.03,3,90.84,93.54,0.58,0.72,181.829807579,266.9230769,280.3846154,289.6153846
311001041067,-74.1646242097153,4.60099831066249,"A","liceodeoxford@hotmail.com","","2021/12/31","LICEO DE OXFORD",253.4615385,30,54,52,46,50,53,1,1,5,7,15,4,0,25,5,0,5,19,5,1,0,0,9,19,2,2,11,15,2,11,14,4,1,0,0.833333333,0.166666667,0,0.633333333,0.166666667,0.033333333,0.166666667,0,0,0.3,0.633333333,0.066666667,0.066666667,0.366666667,0.5,0.066666667,0.366666667,0.466666667,0.133333333,0.033333333,2,1.34,1.06,2,89.88,90.69,1.02,1.2,181.044373149,263.4615385,255.3846154,277.6923077
311001041113,-74.1710865596136,4.56824117800832,"A","colegioices@gmail.com","","2021/12/31","INSTITUTO CERROS DEL SUR - ICES",232.6923077,3,52,43,42,46,56,1,1,5,19,5,4,1,2,0,0,1,0,1,1,0,0,1,2,0,1,1,1,0,1,2,0,0,0.333333333,0.666666667,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0.666666667,0,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,0,0,4,1.67,1.14,1,87.74,89.62,0.72,0.6,183.622965031,209.2307692,220.3846154,260.7692308
311001041270,-74.1474791896798,4.56796001737038,"A","gicosur2013coordinador@gimail.com  --  gimmnasiocolombianodelsur@gmail.com","","2021/12/31","GIMNASIO COLOMBIANO DEL SUR",274.2307692,35,56,56,52,54,59,1,1,5,19,13,4,0,23,12,0,3,11,15,6,0,0,5,29,1,0,7,27,1,4,18,12,1,0,0.657142857,0.342857143,0,0.314285714,0.428571429,0.171428571,0.085714286,0,0,0.142857143,0.828571429,0.028571429,0,0.2,0.771428571,0.028571429,0.114285714,0.514285714,0.342857143,0.028571429,2,1.67,1.14,2,88.91,90.92,0.5,0.35,426.716438139,280.3846154,263.0769231,259.6153846
311001041342,-74.114671009603,4.51266556979566,"A","colsgh@gmail.com","","2021/12/31","COLEGIO SAN GREGORIO HERNANDEZ",250,13,51,51,46,51,53,1,1,5,5,5,4,1,9,2,1,3,8,0,2,0,1,5,6,1,0,7,5,1,5,5,3,0,0.076923077,0.692307692,0.153846154,0.076923077,0.615384615,0,0.153846154,0.230769231,0,0.076923077,0.384615385,0.461538462,0.076923077,0,0.538461538,0.384615385,0.076923077,0.384615385,0.384615385,0.230769231,0,3,1.44,1.11,2,88.12,90.7,1.22,0.92,257.824482571,255.7692308,248.8461538,268.8461538
311001041351,-74.0559205504211,4.76711173668989,"A","colinglarealcam@hotmail.com","www.colegioinglaterrareal.edu.co","2021/12/31","COLEGIO INGLATERRA REAL",309.2307692,28,63,62,61,59,69,1,1,5,11,15,4,1,7,17,3,1,2,9,13,3,0,4,9,15,1,3,19,5,1,5,19,3,0.035714286,0.25,0.607142857,0.107142857,0.071428571,0.321428571,0.464285714,0.035714286,0.107142857,0,0.142857143,0.321428571,0.535714286,0.035714286,0.107142857,0.678571429,0.178571429,0.035714286,0.178571429,0.678571429,0.107142857,1,1.92,1.39,5,0,0,0.93,1.55,109.005077287,308.8461538,293.0769231,297.6923077
311001041521,-74.1287489297303,4.60266256939318,"A","sandydacar@gmail.com  --  esmartinezt@gmail.com","www.liceomanantial.edu.co","2021/12/31","LICEO MANANTIAL DE VIDA ETERNA",308.0769231,41,64,63,59,58,69,1,1,5,16,3,4,1,12,25,3,0,4,16,15,6,0,3,18,20,0,3,28,10,3,7,24,7,0.024390244,0.292682927,0.609756098,0.073170732,0.097560976,0.390243902,0.365853659,0,0.146341463,0,0.073170732,0.43902439,0.487804878,0,0.073170732,0.682926829,0.243902439,0.073170732,0.170731707,0.585365854,0.170731707,1,1.74,1.21,3,88.22,90.96,1.52,1.14,225.660695821,305.3846154,295.7692308,315.7692308
311001041806,-74.1577712399922,4.61058309159825,"A","liceosamario@hotmail.com -- colegioliceosamario@hotmail.com","www.liceosamario.edu.co","2021/12/31","LICEO SAMARIO",309.6153846,132,63,64,60,60,64,1,1,5,8,13,4,0,36,83,13,3,26,57,40,7,0,5,78,49,0,8,91,33,3,34,87,8,0,0.272727273,0.628787879,0.098484848,0.196969697,0.431818182,0.303030303,0.022727273,0.053030303,0,0.037878788,0.590909091,0.371212121,0,0.060606061,0.689393939,0.25,0.022727273,0.257575758,0.659090909,0.060606061,1,1.47,1.06,3,89.77,90.93,0.77,0.34,342.204666539,323.4615385,311.1538462,314.6153846
311001041857,-74.116232219583,4.62412410425633,"A","colegionuestrasradelasalette@hotmail.com","www.colegiolasalette.edu.co","2021/12/31","COLEGIO NUESTRA SEÑORA DE LA SALETTE",299.2307692,18,61,66,55,57,61,1,1,5,16,13,4,1,8,8,1,2,3,8,5,0,0,0,13,5,0,0,13,5,1,8,9,0,0.055555556,0.444444444,0.444444444,0.055555556,0.166666667,0.444444444,0.277777778,0.111111111,0,0,0,0.722222222,0.277777778,0,0,0.722222222,0.277777778,0.055555556,0.444444444,0.5,0,1,1.74,1.21,3,83.87,86.73,2.25,2.06,233.05811403,300.3846154,296.9230769,314.6153846
311001041873,-74.1661220399588,4.63722999979258,"A","liceolasnieves@outlook.com","www.liceolasnieves.edu.co","2021/12/31","LICEO NUESTRA SEÑORA DE LAS NIEVES",287.3076923,143,61,59,55,55,57,1,1,5,8,13,5,9,64,64,6,26,51,44,19,3,1,13,83,46,0,29,97,17,11,49,79,4,0.062937063,0.447552448,0.447552448,0.041958042,0.356643357,0.307692308,0.132867133,0.181818182,0.020979021,0.006993007,0.090909091,0.58041958,0.321678322,0,0.202797203,0.678321678,0.118881119,0.076923077,0.342657343,0.552447552,0.027972028,2,1.47,1.06,2,85.22,88.65,0.77,0.71,548.796445738,286.5384615,278.4615385,293.0769231
311001042276,-74.1511823399283,4.62522316218519,"A","celcosanlucas@ielco.org","www.celcosanlucas.edu.co","2021/12/31","COLEGIO LUTERANO SAN LUCAS",296.9230769,55,62,60,57,57,64,1,1,5,8,13,4,1,23,29,2,2,16,21,10,6,0,6,29,20,1,4,44,6,6,16,28,5,0.018181818,0.418181818,0.527272727,0.036363636,0.290909091,0.381818182,0.181818182,0.036363636,0.109090909,0,0.109090909,0.527272727,0.363636364,0.018181818,0.072727273,0.8,0.109090909,0.109090909,0.290909091,0.509090909,0.090909091,2,1.47,1.06,7,80.82,83.88,1.97,1.42,285.522465006,283.8461538,286.5384615,309.2307692
311001042721,-74.1110976398619,4.51074750396959,"A","colegioisidro@gmail.co  --  colegioisidro@gmail.com","www.colegioisidromolina.com","2021/12/31","COLEGIO ISIDRO MOLINA",315.3846154,18,64,65,62,61,64,1,1,5,5,15,4,1,5,10,2,1,4,6,6,1,0,1,7,10,0,1,15,2,0,3,13,2,0.055555556,0.277777778,0.555555556,0.111111111,0.222222222,0.333333333,0.333333333,0.055555556,0.055555556,0,0.055555556,0.388888889,0.555555556,0,0.055555556,0.833333333,0.111111111,0,0.166666667,0.722222222,0.111111111,2,1.44,1.11,2,88.12,90.7,1.22,0.92,257.824482571,293.0769231,302.3076923,323.4615385
311001042829,-74.1793062998718,4.60933543831719,"A","iamutis@hotmail.com - ulnacho10@hotmail.com","www.institutoalvaromutis.jimdo.com","2021/12/31","INSTITUTO ALVARO MUTIS",266.1538462,29,56,54,51,52,53,1,1,5,7,15,4,2,17,10,0,8,13,5,3,0,0,8,17,4,1,12,14,2,5,15,7,2,0.068965517,0.586206897,0.344827586,0,0.448275862,0.172413793,0.103448276,0.275862069,0,0,0.275862069,0.586206897,0.137931034,0.034482759,0.413793103,0.482758621,0.068965517,0.172413793,0.517241379,0.24137931,0.068965517,3,1.34,1.06,2,87.89,89.97,0.63,0.58,309.569740428,262.3076923,267.3076923,267.6923077
311001042870,-74.1540274301973,4.5756304747614,"A","injerusalen@hotmail.com","www.wix.com/mggari/injerusalem","2021/12/31","INSTITUTO JERUSALEN",270,9,56,55,52,52,57,1,1,5,19,15,4,1,4,4,0,1,2,6,0,0,0,3,5,1,0,2,7,0,0,7,2,0,0.111111111,0.444444444,0.444444444,0,0.222222222,0.666666667,0,0.111111111,0,0,0.333333333,0.555555556,0.111111111,0,0.222222222,0.777777778,0,0,0.777777778,0.222222222,0,2,1.67,1.14,2,86.09,89.85,1.84,1.42,198.364685823,287.3076923,295.3846154,290
311001042934,-74.1401985796606,4.60223822692774,"A","col_antares@hotmail.com","www.colegioantaresbogota.edu.co","2021/12/31","COLEGIO ANTARES",269.2307692,20,56,54,51,53,58,1,1,5,8,13,4,0,13,6,1,2,9,5,4,0,0,4,13,3,0,8,11,1,2,11,7,0,0,0.65,0.3,0.05,0.45,0.25,0.2,0.1,0,0,0.2,0.65,0.15,0,0.4,0.55,0.05,0.1,0.55,0.35,0,2,1.47,1.06,2,86.51,89.29,1.72,1.2,219.650105747,268.4615385,279.6153846,295.7692308
311001042977,-74.1061456301457,4.55350623022954,"A","colrafa@gmail.com","","2021/12/31","COLEGIO RAFAEL MARIA CARRASQUILLA",274.2307692,57,58,56,53,53,53,1,1,5,18,13,4,9,25,20,3,16,22,12,7,0,0,9,36,12,1,15,36,5,5,32,17,3,0.157894737,0.438596491,0.350877193,0.052631579,0.385964912,0.210526316,0.122807018,0.280701754,0,0,0.157894737,0.631578947,0.210526316,0.01754386,0.263157895,0.631578947,0.087719298,0.087719298,0.561403509,0.298245614,0.052631579,3,1.55,1.21,2,84.68,87.91,1.28,0.76,374.543896683,266.9230769,263.0769231,266.9230769
311001043001,-74.1730220400803,4.59372182996868,"A","colnesacademica@hotmail.com","www.colegiolanuevaestancia.edu.co","2021/12/31","COLEGIO LA NUEVA ESTANCIA LTDA",272.3076923,21,59,53,51,53,60,1,1,5,19,15,4,0,14,7,0,1,7,8,5,0,0,3,13,5,0,7,13,1,4,10,7,0,0,0.666666667,0.333333333,0,0.333333333,0.380952381,0.238095238,0.047619048,0,0,0.142857143,0.619047619,0.238095238,0,0.333333333,0.619047619,0.047619048,0.19047619,0.476190476,0.333333333,0,2,1.67,1.14,2,84.64,88.63,2.12,1.45,293.036581025,268.0769231,286.5384615,267.6923077
311001043159,-74.098653110246,4.67976764824432,"A","emmanuelschoolvive@yahoo.es  --  emmanuelschool10@yahoo.es","","2021/12/31","COLEGIO EMMANUEL",294.6153846,13,63,57,58,56,64,1,1,5,10,13,4,1,9,5,1,0,4,8,5,0,0,0,13,4,0,4,12,1,0,8,9,0,0.058823529,0.529411765,0.294117647,0.058823529,0.235294118,0.470588235,0.294117647,0,0,0,0,0.764705882,0.235294118,0,0.235294118,0.705882353,0.058823529,0,0.470588235,0.529411765,0,2,1.38,1.03,3,89.28,91.71,1.66,1.21,234.204297324,283.0769231,268.4615385,263.0769231
311001043248,-74.1513414504298,4.57756860692415,"A","rectorallc@hotmail.com -- jemafohe@hotmail.com","http://liceolc.blogspot.com","2021/12/31","LICEO LA CORUÑA",248.0769231,54,53,49,47,49,51,1,1,5,19,13,4,8,34,11,1,18,24,10,1,1,1,21,27,5,4,27,22,1,16,24,14,0,0.148148148,0.62962963,0.203703704,0.018518519,0.444444444,0.185185185,0.018518519,0.333333333,0.018518519,0.018518519,0.388888889,0.5,0.092592593,0.074074074,0.5,0.407407407,0.018518519,0.296296296,0.444444444,0.259259259,0,3,1.67,1.14,2,86.09,89.85,1.84,1.42,198.364685823,255,262.6923077,259.6153846
311001043728,-74.1757636803612,4.61451101165266,"A","yolkin.k.@hotmail.com  --  yolkin.k@hotmail.com","","2021/12/31","INSTITUTO YOLKIN",259.2307692,39,55,53,49,50,53,1,1,5,8,13,4,4,26,9,0,10,18,9,2,0,1,12,21,5,1,12,26,0,8,20,11,0,0.102564103,0.666666667,0.230769231,0,0.461538462,0.230769231,0.051282051,0.256410256,0,0.025641026,0.307692308,0.538461538,0.128205128,0.025641026,0.307692308,0.666666667,0,0.205128205,0.512820513,0.282051282,0,2,1.47,1.06,2,84.06,88.15,2.25,1.45,394.125463137,265.7692308,251.5384615,262.3076923
311001043736,-74.1475115999969,4.62912440014702,"A","instrenatodescartes@hotmail.com -- dadab_@hotmail.com","","2021/12/31","INSTITUTO RENATO DESCARTES",270,56,57,55,51,52,57,1,1,5,8,5,4,5,31,19,1,6,21,22,7,0,0,9,39,8,1,16,37,2,11,25,17,3,0.089285714,0.553571429,0.339285714,0.017857143,0.375,0.392857143,0.125,0.107142857,0,0,0.160714286,0.696428571,0.142857143,0.017857143,0.285714286,0.660714286,0.035714286,0.196428571,0.446428571,0.303571429,0.053571429,2,1.47,1.06,4,83.14,88.04,0.68,0.45,222.023079759,274.6153846,282.3076923,271.1538462
311001043744,-74.157826129751,4.57755156024536,"A","isantamariac@hotmail.com","","2021/12/31","INSTITUTO SANTA MARIA DE LA CRUZ",289.6153846,13,60,60,55,56,60,1,1,5,19,13,4,0,8,6,0,0,5,6,1,1,1,1,6,5,0,1,13,0,1,4,9,0,0,0.571428571,0.428571429,0,0.357142857,0.428571429,0.071428571,0,0.071428571,0.071428571,0.071428571,0.428571429,0.357142857,0,0.071428571,0.928571429,0,0.071428571,0.285714286,0.642857143,0,2,1.67,1.14,2,87.74,89.62,0.72,0.6,183.622965031,283.8461538,276.9230769,272.3076923
