X,Y,WEB,NOMBRE_EST,NOMBRE_SED,ORDEN_DE_S,EMAIL,SECTOR,NATU_JUR,CALENDARIO,GENERO,COD_LOCA,CLASE_TIPO,Fecha,EVALUADOS,P_Puntaje_,P_Lectura,P_Matemati,P_Sociales,P_Ciencias,P_Ingles,Ciencias_N,Ciencias_1,Ciencias_2,Ciencias_3,Ingles_A,Ingles_A1,Ingles_A2,Ingles_B1,Ingles_B,Lectura_1,Lectura_2,Lectura_3,Lectura_4,Matematica,Matemati_1,Matemati_2,Matemati_3,SocialC_1,SocialC_2,SocialC_3,SocialC_4,PCiencias_,PCiencias1,PCiencia_1,PCiencia_2,PIngles_A,PIngles_A1,PIngles_A2,PIngles_B1,PIngles_B,PLectura_1,PLectura_2,PLectura_3,PLectura_4,PMatematic,PMatemat_1,PMatemat_2,PMatemat_3,PSocialC_1,PSocialC_2,PSocialC_3,PSocialC_4,Categoria,COLEGIO_SE,DANE12_SED
-8243701.3484,525524.144299999,,NUEVO INSTITUTO SAN MIGUEL,NUEVO INSTITUTO SAN MIGUEL,A,institutosanmiguelbogota@hotmail.com  --  andreamendieta59@hotmail.com,1,13,1,5,11,4,2022/12/31,10,231.53846150000,49,45,44,45,53,0,1,50,0,1,0,0,1,0,0,1,0,1,0,0,2,0,0,1,1,0,0.00000000000,50.00000000000,50.00000000000,0.00000000000,50.00000000000,0.00000000000,0.00000000000,50.00000000000,0.00000000000,0.00000000000,50.00000000000,0.00000000000,50.00000000000,0.00000000000,0.00000000000,100.00000000000,0.00000000000,0.00000000000,50.00000000000,50.00000000000,0.00000000000,4,311001051291,311001051291
-8249328.1034,532148.8037,www.guilford.edu.co  --  www.gimnasiodeguilford.edu.co,GIMNASIO CAMPESTRE DE GUILFORD,GIMNASIO CAMPESTRE DE GUILFORD,A,secretariaacademica@gimnasiodeguilford.edu.co  rectoria@gimnasiodeguilford.edu.co  --  admisiones@gimnasiodeguilford.edu.co,1,13,3,5,11,4,2022/12/31,15,293.07692310000,62,57,56,56,69,2,10,60,0,0,2,10,14,4,0,0,20,10,2,6,18,4,0,16,12,2,6.66666666700,33.33333333000,60.00000000000,0.00000000000,0.00000000000,6.66666666700,33.33333333000,46.66666667000,13.33333333000,0.00000000000,0.00000000000,66.66666667000,33.33333333000,6.66666666700,20.00000000000,60.00000000000,13.33333333000,0.00000000000,53.33333333000,40.00000000000,6.66666666700,3,311001065047,311001065047
-8248223.3999,526835.781599998,www.colegioacoinprev.com,COLEGIO COLOMBO INTERNACIONAL ACOINPREV,COLEGIO COLOMBO INTERNACIONAL ACOINPREV,A,colegioacoinprev@yahoo.es,1,13,1,5,11,4,2022/12/31,50,277.30769230000,58,56,54,53,58,8,16,50,1,9,14,18,9,0,2,7,31,10,5,10,31,4,8,18,21,3,16.00000000000,32.00000000000,50.00000000000,2.00000000000,18.00000000000,28.00000000000,36.00000000000,18.00000000000,0.00000000000,4.00000000000,14.00000000000,62.00000000000,20.00000000000,10.00000000000,20.00000000000,62.00000000000,8.00000000000,16.00000000000,36.00000000000,42.00000000000,6.00000000000,2,311001065152,311001065152
-8249066.4124,528436.808,www.licecoculturallasamercias.com,LICEO CULTURAL LAS AMERICAS,LICEO CULTURAL LAS AMERICAS,A,liceoculturallasamericas@gmail.com  --  m_jigo@hotmail.com,1,13,1,5,11,4,2022/12/31,43,291.15384620000,59,61,56,56,61,0,24,41,2,6,10,20,9,2,0,6,29,12,0,4,39,3,2,19,23,2,0.00000000000,52.17391304000,41.30434783000,4.34782608700,13.04347826000,21.73913043000,43.47826087000,19.56521739000,4.34782608700,0.00000000000,13.04347826000,63.04347826000,26.08695652000,0.00000000000,8.69565217400,84.78260870000,6.52173913000,4.34782608700,41.30434783000,50.00000000000,4.34782608700,2,311001065284,311001065284
-8249724.7759,529027.455699999,www.colegiopedagogicodulcemaria.edu.co,COLEGIO PEDAGOGICO DULCE MARIA,COLEGIO PEDAGOGICO DULCE MARIA,A,coldulmaria2@yahoo.es -- coldulmaria@hotmail.com,1,15,1,5,11,5,2022/12/31,162,298.84615380000,62,61,58,58,60,5,61,50,16,23,56,44,34,7,2,16,85,61,3,23,110,28,15,49,79,21,3.04878048800,37.19512195000,50.00000000000,9.75609756100,14.02439024000,34.14634146000,26.82926829000,20.73170732000,4.26829268300,1.21951219500,9.75609756100,51.82926829000,37.19512195000,1.82926829300,14.02439024000,67.07317073000,17.07317073000,9.14634146300,29.87804878000,48.17073171000,12.80487805000,1,311001065390,311001065390
-8246998.3122,529422.669,www.liceohypatia.edu.co,LICEO HYPATIA,LICEO HYPATIA,A,liceohypatia@gmail.com  --  patricia.rodriguez@liceohypatia.edu.co,1,13,1,5,11,4,2022/12/31,31,338.84615380000,68,71,65,65,74,0,2,77,5,0,0,6,21,4,0,0,6,25,0,0,15,16,0,2,25,4,0.00000000000,6.45161290300,77.41935484000,16.12903226000,0.00000000000,0.00000000000,19.35483871000,67.74193548000,12.90322581000,0.00000000000,0.00000000000,19.35483871000,80.64516129000,0.00000000000,0.00000000000,48.38709677000,51.61290323000,0.00000000000,6.45161290300,80.64516129000,12.90322581000,1,311001065420,311001065420
-8244763.9275,523653.157900002,www.johndeweyschool.edu.co,COLEGIO MODERNO JOHN DEWEY S.A.S.,COLEGIO MODERNO JOHN DEWEY S.A.S.,A,rectoria@johndeweyschool.edu.co  --  secretariajds@gmail.com  --  sacademica@johndeweyschool.edu.co,1,13,3,5,11,4,2022/12/31,9,293.46153850000,60,58,55,56,76,0,4,40,1,0,0,1,6,3,0,1,6,3,0,1,8,1,0,4,4,1,0.00000000000,40.00000000000,40.00000000000,10.00000000000,0.00000000000,0.00000000000,10.00000000000,60.00000000000,30.00000000000,0.00000000000,10.00000000000,60.00000000000,30.00000000000,0.00000000000,10.00000000000,80.00000000000,10.00000000000,0.00000000000,40.00000000000,40.00000000000,10.00000000000,2,311001075697,311001075697
-8244107.3584,534208.562800001,www.colegiocolomboamericano.edu.co  --  www.colomboamericanschool.edu.co,COLEGIO NUEVO COLOMBO AMERICANO,COLEGIO NUEVO COLOMBO AMERICANO,A,colamericanocas@cas.edu.co  --  colamericano@yahoo.com  --  nrodriguez@cas.edu.co  --  colamericano@cas.edu.co,1,15,1,5,11,4,2022/12/31,66,375.76923080000,74,79,72,72,86,0,0,41,39,0,0,0,8,58,0,0,6,60,0,1,10,55,0,0,29,37,0.00000000000,0.00000000000,40.90909091000,59.09090909000,0.00000000000,0.00000000000,0.00000000000,12.12121212000,87.87878788000,0.00000000000,0.00000000000,9.09090909100,90.90909091000,0.00000000000,1.51515151500,15.15151515000,83.33333333000,0.00000000000,0.00000000000,43.93939394000,56.06060606000,1,311001076634,311001076634
-8249225.6093,528534.407499999,www.nuevaciencia.edu.co,COLEGIO NUEVA CIENCIA,COLEGIO NUEVA CIENCIA,A,nuevaciencia@gmail.com - secretaria@nuevaciencia.edu.co,1,15,1,5,11,4,2022/12/31,25,273.46153850000,57,58,51,53,54,1,13,44,0,7,9,7,2,0,0,6,15,4,0,8,14,3,3,12,10,0,4.00000000000,52.00000000000,44.00000000000,0.00000000000,28.00000000000,36.00000000000,28.00000000000,8.00000000000,0.00000000000,0.00000000000,24.00000000000,60.00000000000,16.00000000000,0.00000000000,32.00000000000,56.00000000000,12.00000000000,12.00000000000,48.00000000000,40.00000000000,0.00000000000,2,311001076677,311001076677
-8249047.2254,528514.365,,GIMNASIO FRANCISCANO DE SUBA,GIMNASIO FRANCISCANO DE SUBA,A,colgimfranciscano@hotmail.com,1,13,1,5,11,4,2022/12/31,13,253.07692310000,54,53,47,48,52,4,6,23,0,4,4,4,1,0,0,4,7,2,0,6,7,0,5,3,5,0,30.76923077000,46.15384615000,23.07692308000,0.00000000000,30.76923077000,30.76923077000,30.76923077000,7.69230769200,0.00000000000,0.00000000000,30.76923077000,53.84615385000,15.38461538000,0.00000000000,46.15384615000,53.84615385000,0.00000000000,38.46153846000,23.07692308000,38.46153846000,0.00000000000,4,311001076791,311001076791
-8245908.6291,537495.175799999,www.lakhumbre.edu.co,GIMNASIO LA KHUMBRE,GIMNASIO LA KHUMBRE,A,lakhumbre@yahoo.com  --  rectoria@lakhumbre.edu.co,1,15,1,5,11,4,2022/12/31,5,296.15384620000,61,58,55,57,77,0,4,43,0,0,0,0,4,3,0,1,3,3,0,1,6,0,0,4,3,0,0.00000000000,57.14285714000,42.85714286000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,57.14285714000,42.85714286000,0.00000000000,14.28571429000,42.85714286000,42.85714286000,0.00000000000,14.28571429000,85.71428571000,0.00000000000,0.00000000000,57.14285714000,42.85714286000,0.00000000000,2,311001080160,311001080160
-8244945.976,536423.667199999,www.gcb.edu.co,GIMNASIO COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,GIMNASIO COLOMBO BRITANICO - BILINGÜE INTERNACIONAL,A,info@gcb.edu.co -- ruby.gonzalez@gcb.edu.co,1,13,3,5,11,4,2022/12/31,64,361.15384620000,70,76,68,70,87,0,2,52,29,0,0,1,12,51,0,1,11,52,0,0,16,48,0,3,36,25,0.00000000000,3.12500000000,51.56250000000,45.31250000000,0.00000000000,0.00000000000,1.56250000000,18.75000000000,79.68750000000,0.00000000000,1.56250000000,17.18750000000,81.25000000000,0.00000000000,0.00000000000,25.00000000000,75.00000000000,0.00000000000,4.68750000000,56.25000000000,39.06250000000,1,311001086320,311001086320
-8249056.495,529044.995700002,www.gimnasiolacima.edu.co,GIMNASIO LA CIMA,GIMNASIO LA CIMA,A,glc@gimnasiolacima.edu.co - calidad@gimnasiolacima.edu.co,1,15,1,5,11,4,2022/12/31,24,301.15384620000,64,60,57,58,66,1,7,58,2,1,7,4,10,2,0,4,11,9,0,3,16,5,4,2,17,1,4.16666666700,29.16666667000,58.33333333000,8.33333333300,4.16666666700,29.16666667000,16.66666667000,41.66666667000,8.33333333300,0.00000000000,16.66666667000,45.83333333000,37.50000000000,0.00000000000,12.50000000000,66.66666667000,20.83333333000,16.66666667000,8.33333333300,70.83333333000,4.16666666700,1,311001087253,311001087253
-8242514.8151,534222.974,www.glm.edu.co,GIMNASIO LA MONTAÑA,GIMNASIO LA MONTAÑA,A,rectoria@glm.edu.co,1,5,3,5,11,4,2022/12/31,48,350.38461540000,70,71,68,67,83,0,0,74,14,0,0,0,11,40,0,0,12,39,0,0,21,29,0,2,26,22,0.00000000000,0.00000000000,74.00000000000,28.00000000000,0.00000000000,0.00000000000,0.00000000000,22.00000000000,80.00000000000,0.00000000000,0.00000000000,24.00000000000,78.00000000000,0.00000000000,0.00000000000,42.00000000000,58.00000000000,0.00000000000,4.00000000000,52.00000000000,44.00000000000,1,311001087288,311001087288
-8244106.9944,530757.385499999,www.colegiocristianograciayamor.org,COLEGIO CRISTIANO GRACIA Y AMOR,COLEGIO CRISTIANO GRACIA Y AMOR,A,colgraciayamor@gmail.com -- secr.graciayamor@gmail.com,1,8,1,5,11,4,2022/12/31,13,341.92307690000,70,69,66,65,79,0,1,62,4,0,0,0,9,4,0,0,3,10,0,0,7,6,0,0,10,3,0.00000000000,7.69230769200,61.53846154000,30.76923077000,0.00000000000,0.00000000000,0.00000000000,69.23076923000,30.76923077000,0.00000000000,0.00000000000,23.07692308000,76.92307692000,0.00000000000,0.00000000000,53.84615385000,46.15384615000,0.00000000000,0.00000000000,76.92307692000,23.07692308000,1,311001087750,311001087750
-8248836.4085,527748.1382,www.institutocopesal.com,INSTITUTO COPESAL,INSTITUTO COPESAL,A,copesal@hotmail.com -- copesal@gmail.com,1,15,1,5,11,4,2022/12/31,15,286.15384620000,59,55,56,56,66,1,7,40,1,0,3,5,6,1,0,3,7,5,1,5,7,2,1,6,8,0,6.66666666700,46.66666667000,40.00000000000,6.66666666700,0.00000000000,20.00000000000,33.33333333000,40.00000000000,6.66666666700,0.00000000000,20.00000000000,46.66666667000,33.33333333000,6.66666666700,33.33333333000,46.66666667000,13.33333333000,6.66666666700,40.00000000000,53.33333333000,0.00000000000,2,311001088047,311001088047
-8242795.3759,534738.499499999,www.liceochicocampestre.edu.co,LICEO CHICO CAMPESTRE,LICEO CHICO CAMPESTRE,A,info@liceochicocampestre.edu.co,1,13,1,5,11,4,2022/12/31,10,308.07692310000,65,60,60,57,75,0,5,50,0,0,1,2,4,3,0,0,6,4,0,2,7,1,0,3,5,2,0.00000000000,50.00000000000,50.00000000000,0.00000000000,0.00000000000,10.00000000000,20.00000000000,40.00000000000,30.00000000000,0.00000000000,0.00000000000,60.00000000000,40.00000000000,0.00000000000,20.00000000000,70.00000000000,10.00000000000,0.00000000000,30.00000000000,50.00000000000,20.00000000000,1,311001088764,311001088764
-8244254.4649,531448.411800001,www.institutomerani.edu.co,INSTITUTO ALBERTO MERANI,INSTITUTO ALBERTO MERANI,A,director@institutomerani.edu.co -- secretaria@institutomerani.edu.co,1,8,1,5,11,4,2022/12/31,51,360.38461540000,73,72,71,70,79,0,1,45,27,0,0,4,22,25,0,0,1,50,0,0,23,28,0,0,22,29,0.00000000000,1.96078431400,45.09803922000,52.94117647000,0.00000000000,0.00000000000,7.84313725500,43.13725490000,49.01960784000,0.00000000000,0.00000000000,1.96078431400,98.03921569000,0.00000000000,0.00000000000,45.09803922000,54.90196078000,0.00000000000,0.00000000000,43.13725490000,56.86274510000,1,311001089221,311001089221
-8244876.8344,523169.373399999,www.gen.edu.co,GIMNASIO ESPECIALIZADO DEL NORTE,GIMNASIO ESPECIALIZADO DEL NORTE,A,yoligen@gmail.com  --  elizabethsanchezgen@gmail.com  --  gimnasioespecializadogen@gmail.com,1,13,1,5,11,4,2022/12/31,3,273.84615380000,60,54,53,49,64,2,2,40,0,0,2,2,2,0,0,0,3,2,0,2,3,0,0,3,2,0,40.00000000000,40.00000000000,40.00000000000,0.00000000000,0.00000000000,40.00000000000,40.00000000000,40.00000000000,0.00000000000,0.00000000000,0.00000000000,60.00000000000,40.00000000000,0.00000000000,40.00000000000,60.00000000000,0.00000000000,0.00000000000,60.00000000000,40.00000000000,0.00000000000,1,311001089272,311001089272
-8248503.2571,528794.413899999,www.colegiosantotoribio.edu.co,COLEGIO SANTO TORIBIO DE MONGROVEJO,COLEGIO SANTO TORIBIO DE MONGROVEJO,A,rectoria@colegiosantotoribio.edu.co,1,13,1,5,11,4,2022/12/31,25,284.61538460000,61,56,56,54,59,2,12,44,0,3,11,5,5,1,0,4,13,8,1,5,18,1,1,9,14,1,8.00000000000,48.00000000000,44.00000000000,0.00000000000,12.00000000000,44.00000000000,20.00000000000,20.00000000000,4.00000000000,0.00000000000,16.00000000000,52.00000000000,32.00000000000,4.00000000000,20.00000000000,72.00000000000,4.00000000000,4.00000000000,36.00000000000,56.00000000000,4.00000000000,2,311001090297,311001090297
-8248603.7753,528595.5623,www.gimnasioartistico.com  --  www.gimnasioartisticodesuba.edu.co,GIMNASIO ARTISTICO DE SUBA,GIMNASIO ARTISTICO DE SUBA,A,gads_01@yahoo.com,1,13,1,5,11,4,2022/12/31,18,284.23076920000,59,57,54,56,61,0,7,61,0,1,6,6,5,0,1,2,11,4,0,5,12,1,2,6,8,2,0.00000000000,38.88888889000,61.11111111000,0.00000000000,5.55555555600,33.33333333000,33.33333333000,27.77777778000,0.00000000000,5.55555555600,11.11111111000,61.11111111000,22.22222222000,0.00000000000,27.77777778000,66.66666667000,5.55555555600,11.11111111000,33.33333333000,44.44444444000,11.11111111000,2,311001090416,311001090416
-8248571.8645,530221.119100001,,GIMNASIO MODERNO GENERACION DEL FUTURO,GIMNASIO MODERNO GENERACION DEL FUTURO,A,generaciondelfuturo@hotmail.com,1,13,1,5,11,4,2022/12/31,45,278.84615380000,58,56,54,53,62,4,23,40,0,2,11,24,7,1,0,6,32,7,0,10,35,0,2,21,21,1,8.88888888900,51.11111111000,40.00000000000,0.00000000000,4.44444444400,24.44444444000,53.33333333000,15.55555556000,2.22222222200,0.00000000000,13.33333333000,71.11111111000,15.55555556000,0.00000000000,22.22222222000,77.77777778000,0.00000000000,4.44444444400,46.66666667000,46.66666667000,2.22222222200,2,311001090459,311001090459
-8248027.058,527198.066199999,www.institutorosaldesuba.edu.co,INSTITUTO PSICOPEDAGOGICO ROSAL DE SUBA,INSTITUTO PSICOPEDAGOGICO ROSAL DE SUBA,A,rosaldesuba@yahoo.es,1,13,1,5,11,4,2022/12/31,7,264.61538460000,56,52,52,51,55,0,5,29,0,1,3,3,0,0,0,2,3,2,0,2,5,0,0,5,1,1,0.00000000000,71.42857143000,28.57142857000,0.00000000000,14.28571429000,42.85714286000,42.85714286000,0.00000000000,0.00000000000,0.00000000000,28.57142857000,42.85714286000,28.57142857000,0.00000000000,28.57142857000,71.42857143000,0.00000000000,0.00000000000,71.42857143000,14.28571429000,14.28571429000,4,311001090751,311001090751
-8248678.3872,529092.7027,www.centroedulombardia.com/cms  --  www.centroedulombardia.edu.co,CENTRO EDUCATIVO LOMBARDIA,CENTRO EDUCATIVO LOMBARDIA,A,c_e_lombardia_2003@hotmail.com -- colegio@centroedulombardia.com -- centroedulombardia@yahoo.es - secretariaacademica@centroedulombardia.com,1,15,1,5,11,4,2022/12/31,39,290.00000000000,61,57,55,57,64,0,18,50,2,2,12,12,11,2,0,4,22,14,0,5,34,1,1,22,15,2,0.00000000000,45.00000000000,50.00000000000,5.00000000000,5.00000000000,30.00000000000,30.00000000000,27.50000000000,5.00000000000,0.00000000000,10.00000000000,55.00000000000,35.00000000000,0.00000000000,12.50000000000,85.00000000000,2.50000000000,2.50000000000,55.00000000000,37.50000000000,5.00000000000,2,311001090793,311001090793
-8242909.9103,532701.526700001,www.corazonistabogota.com,COLEGIO CORAZONISTA,COLEGIO CORAZONISTA,A,secretaria@corazonista.com - secretaria@corazonistabogota.com  --  secretaria@corazonistabogota.edu.co,1,3,1,3,11,4,2022/12/31,155,351.92307690000,69,76,66,68,78,0,3,62,59,0,0,10,94,61,0,2,46,119,0,0,50,116,0,13,104,48,0.00000000000,1.81818181800,61.81818182000,35.75757576000,0.00000000000,0.00000000000,6.06060606100,56.96969697000,36.96969697000,0.00000000000,1.21212121200,27.87878788000,72.12121212000,0.00000000000,0.00000000000,30.30303030000,70.30303030000,0.00000000000,7.87878787900,63.03030303000,29.09090909000,1,311001090921,311001090921
-8249373.229,528953.25,www.colegiohogardenazareth.edu.co  --  www.colegiohogardenazareth.com.co,COLEGIO HOGAR DE NAZARETH,COLEGIO HOGAR DE NAZARETH,A,colegionazareth61@gmail.com -- academicochn2012@gmail.com -- anamar.florez@hotmail.com,1,5,1,5,11,4,2022/12/31,66,285.76923080000,59,58,54,56,62,5,24,55,1,6,13,26,19,2,2,11,34,20,3,16,40,8,9,25,25,7,7.46268656700,35.82089552000,55.22388060000,1.49253731300,8.95522388100,19.40298507000,38.80597015000,28.35820896000,2.98507462700,2.98507462700,16.41791045000,50.74626866000,29.85074627000,4.47761194000,23.88059701000,59.70149254000,11.94029851000,13.43283582000,37.31343284000,37.31343284000,10.44776119000,2,311001091129,311001091129
-8250313.4111,529512.394200001,www.colreinadegales.edu.co  --  www.colegioreinadegales.com,COLEGIO REINA DE GALES,COLEGIO REINA DE GALES,A,colegioreinadegales@gmail.com,1,15,1,5,11,4,2022/12/31,11,249.23076920000,54,48,46,50,54,1,7,20,0,3,5,0,2,0,0,2,7,1,0,5,5,0,4,4,2,0,10.00000000000,70.00000000000,20.00000000000,0.00000000000,30.00000000000,50.00000000000,0.00000000000,20.00000000000,0.00000000000,0.00000000000,20.00000000000,70.00000000000,10.00000000000,0.00000000000,50.00000000000,50.00000000000,0.00000000000,40.00000000000,40.00000000000,20.00000000000,0.00000000000,3,311001091315,311001091315
-8250840.1761,528979.143100001,www.colvanlee.com,COLEGIO VAN LEEUWENHOEK,COLEGIO VAN LEEUWENHOEK,A,colvanleeuwenhoek@hotmail.com  --  colvanleeuwenhoek@gmail.com,1,13,1,5,11,4,2022/12/31,17,267.30769230000,58,52,51,53,53,1,11,33,0,4,8,4,1,0,0,3,13,2,1,6,11,0,5,5,6,1,5.55555555600,61.11111111000,33.33333333000,0.00000000000,22.22222222000,44.44444444000,22.22222222000,5.55555555600,0.00000000000,0.00000000000,16.66666667000,72.22222222000,11.11111111000,5.55555555600,33.33333333000,61.11111111000,0.00000000000,27.77777778000,27.77777778000,33.33333333000,5.55555555600,3,311001092222,311001092222
-8244175.4359,529176.912300002,www.colombobrighton.blogspot.com.co,COLEGIO COLOMBO BRIGHTON,COLEGIO COLOMBO BRIGHTON,A,colegiocolombobrigton@hotmail.com -- rectoriabrighton@gmail.com,1,13,1,5,11,4,2022/12/31,14,285.38461540000,60,56,54,57,61,0,5,57,1,1,5,4,4,0,0,3,7,4,0,5,7,2,1,7,5,1,0.00000000000,35.71428571000,57.14285714000,7.14285714300,7.14285714300,35.71428571000,28.57142857000,28.57142857000,0.00000000000,0.00000000000,21.42857143000,50.00000000000,28.57142857000,0.00000000000,35.71428571000,50.00000000000,14.28571429000,7.14285714300,50.00000000000,35.71428571000,7.14285714300,3,311001092656,311001092656
-8244291.1959,531492.180300001,www.gcristianoadonai.com  --  www.gcadonai.com,GIMNASIO CRISTIANO ADONAI SAS,GIMNASIO CRISTIANO ADONAI SAS,A,gcadonai@hotmail.com -- gcristinoadonai@gmail.com -- coordinacionadonai2010@gmail.com,1,15,1,5,11,4,2022/12/31,11,325.38461540000,68,64,63,62,75,0,3,67,1,0,0,2,4,5,0,0,3,9,0,0,10,2,0,1,10,1,0.00000000000,25.00000000000,66.66666667000,8.33333333300,0.00000000000,0.00000000000,16.66666667000,33.33333333000,41.66666667000,0.00000000000,0.00000000000,25.00000000000,75.00000000000,0.00000000000,0.00000000000,83.33333333000,16.66666667000,0.00000000000,8.33333333300,83.33333333000,8.33333333300,1,311001092753,311001092753
-8248265.6813,530123.7031,www.liceofesan.edu.co,LICEO FESAN,LICEO FESAN,A,info@liceofesan.edu.co  --  secretaria.academica@liceofesan.edu.co,1,13,1,5,11,4,2022/12/31,97,284.61538460000,59,56,56,55,62,6,46,44,2,11,22,36,23,5,0,13,65,19,1,22,70,4,5,37,49,6,6.18556701000,47.42268041000,44.32989691000,2.06185567000,11.34020619000,22.68041237000,37.11340206000,23.71134021000,5.15463917500,0.00000000000,13.40206186000,67.01030928000,19.58762887000,1.03092783500,22.68041237000,72.16494845000,4.12371134000,5.15463917500,38.14432990000,50.51546392000,6.18556701000,2,311001092907,311001092907
-8250402.3343,528461.9694,www.nuevaestanciasuba.edu.co,LICEO LA NUEVA ESTANCIA DE SUBA LTDA,LICEO LA NUEVA ESTANCIA DE SUBA LTDA,A,linessuba@yahoo.com,1,15,1,5,11,4,2022/12/31,30,287.69230770000,63,56,55,56,58,3,17,50,0,4,16,13,5,1,0,3,23,15,1,9,29,0,5,15,13,7,7.50000000000,42.50000000000,50.00000000000,0.00000000000,10.00000000000,40.00000000000,32.50000000000,12.50000000000,2.50000000000,0.00000000000,7.50000000000,57.50000000000,37.50000000000,2.50000000000,22.50000000000,72.50000000000,0.00000000000,12.50000000000,37.50000000000,32.50000000000,17.50000000000,2,311001093121,311001093121
-8247796.0889,529561.651900001,www.colegiomaximinopoitiers.com  --  www.colmaximinopoitiers.com,COLEGIO BILINGÜE MAXIMINO POITIERS,COLEGIO BILINGÜE MAXIMINO POITIERS,A,maximinopoitiers@yahoo.es,1,15,1,5,11,4,2022/12/31,64,302.30769230000,62,61,57,59,69,4,21,53,5,1,4,18,35,6,1,9,29,25,0,10,43,11,6,17,34,7,6.25000000000,32.81250000000,53.12500000000,7.81250000000,1.56250000000,6.25000000000,28.12500000000,54.68750000000,9.37500000000,1.56250000000,14.06250000000,45.31250000000,39.06250000000,0.00000000000,15.62500000000,67.18750000000,17.18750000000,9.37500000000,26.56250000000,53.12500000000,10.93750000000,1,311001093130,311001093130
-8244435.8233,535194.683600001,www.fundacionbethshalom.edu.co  --  www.bethshalom.edu.co,GIMNASIO CAMPESTRE BETH-SHALOM,GIMNASIO CAMPESTRE BETH-SHALOM,A,info@fundacionbethshalom.edu.co,1,8,1,5,11,4,2022/12/31,43,335.00000000000,69,66,64,65,79,0,4,74,7,0,0,1,24,18,0,1,9,33,1,1,26,15,0,4,31,8,0.00000000000,9.30232558100,74.41860465000,16.27906977000,0.00000000000,0.00000000000,2.32558139500,55.81395349000,41.86046512000,0.00000000000,2.32558139500,20.93023256000,76.74418605000,2.32558139500,2.32558139500,60.46511628000,34.88372093000,0.00000000000,9.30232558100,72.09302326000,18.60465116000,1,311001093393,311001093393
-8247195.4813,529917.577599999,,LICEO PEDAGOGICO CATHERBLANC S.A.S.,LICEO PEDAGOGICO CATHERBLANC S.A.S.,A,liceocatherblanc@hotmail.com,1,13,1,5,11,4,2022/12/31,31,278.07692310000,57,57,54,54,57,5,12,35,3,6,10,7,6,2,0,8,16,7,0,10,17,4,3,12,15,1,16.12903226000,38.70967742000,35.48387097000,9.67741935500,19.35483871000,32.25806452000,22.58064516000,19.35483871000,6.45161290300,0.00000000000,25.80645161000,51.61290323000,22.58064516000,0.00000000000,32.25806452000,54.83870968000,12.90322581000,9.67741935500,38.70967742000,48.38709677000,3.22580645200,2,311001093598,311001093598
-8244303.706,530216.797899999,www.liceomatovelle.com,LICEO MATOVELLE,LICEO MATOVELLE,A,info@liceomatovelle.com  --  liceomatovelle@yahoo.com  --  administracion@liceomatovelle.com,1,3,1,5,11,4,2022/12/31,33,323.84615380000,67,64,64,62,71,0,6,73,3,0,1,9,21,2,0,0,17,16,0,1,25,7,0,4,26,3,0.00000000000,18.18181818000,72.72727273000,9.09090909100,0.00000000000,3.03030303000,27.27272727000,63.63636364000,6.06060606100,0.00000000000,0.00000000000,51.51515152000,48.48484848000,0.00000000000,3.03030303000,75.75757576000,21.21212121000,0.00000000000,12.12121212000,78.78787879000,9.09090909100,1,311001093601,311001093601
-8248672.5986,527649.7128,www.colegiogetsemany.com  --  www.colegiocristianokabod.com,COLEGIO CRISTIANO KABOD,COLEGIO CRISTIANO KABOD,A,colegiokabod@hotmail.com,1,13,1,5,11,4,2022/12/31,8,311.53846150000,66,62,59,61,66,0,3,50,1,0,2,4,1,1,0,0,5,3,0,0,7,1,0,4,4,0,0.00000000000,37.50000000000,50.00000000000,12.50000000000,0.00000000000,25.00000000000,50.00000000000,12.50000000000,12.50000000000,0.00000000000,0.00000000000,62.50000000000,37.50000000000,0.00000000000,0.00000000000,87.50000000000,12.50000000000,0.00000000000,50.00000000000,50.00000000000,0.00000000000,1,311001093831,311001093831
-8247460.6444,529771.729499999,www.reuvenschool.edu.co,COLEGIO REUVEN FEUERSTEIN,COLEGIO REUVEN FEUERSTEIN,A,feuersteinschool@hotmail.com,1,15,1,5,11,4,2022/12/31,15,361.92307690000,70,78,68,70,83,0,0,53,7,0,0,0,5,10,0,0,2,13,0,0,3,12,0,1,8,6,0.00000000000,0.00000000000,53.33333333000,46.66666667000,0.00000000000,0.00000000000,0.00000000000,33.33333333000,66.66666667000,0.00000000000,0.00000000000,13.33333333000,86.66666667000,0.00000000000,0.00000000000,20.00000000000,80.00000000000,0.00000000000,6.66666666700,53.33333333000,40.00000000000,1,311001094403,311001094403
-8244057.9515,529671.806200001,www.colegiosansimon.org  --  www.colegiosansimon.edu.co,COLEGIO SAN SIMON,COLEGIO SAN SIMON,A,colegiosansimon@outlook.com,1,15,1,5,11,4,2022/12/31,27,295.00000000000,60,60,57,57,65,1,9,57,2,2,4,9,9,3,0,5,15,8,0,4,23,1,1,10,13,3,3.57142857100,32.14285714000,57.14285714000,7.14285714300,7.14285714300,14.28571429000,32.14285714000,32.14285714000,10.71428571000,0.00000000000,17.85714286000,53.57142857000,28.57142857000,0.00000000000,14.28571429000,82.14285714000,3.57142857100,3.57142857100,35.71428571000,46.42857143000,10.71428571000,1,311001095191,311001095191
