DANE12_EST,NOMBRE_EST,NIT,DANE12_SED,NOMBRE_SED,ORDEN_DE_S,ZONA,DIRECCION,BARRIO__GE,TELEFONO,EMAIL,WEB,ENFASIS_PA,DISCAPACID,TALENTOS_O,GRUPOS_ETN,REGIMEN_Y,CPF,COD_UPZ,NOMBRE_UPZ,SECTOR_CEN,CODIGO_POS,SECTOR,NATU_JUR,ESTADO,CALENDARIO,GENERO,COD_LOCA,CARACTER_P,ESPECIALID,ESTRATO,CLASE_TIPO,BILINGUE,FECHA
311001088420.00000000000,COLEGIO PAE -PROCESO ALTERNATIVO EDUCATIVO-,"9000286235",311001088420.00000000000,COLEGIO PAE -PROCESO ALTERNATIVO EDUCATIVO-,A,URBANA,CL 70 B # 107 - 18,BOSQUES DE MARIANA,4358740 -- 4339838,colpae1@yahoo.es  -  recolpae@gmail.com,www.colpae.edu.co,,-INTELECTUAL-,,,LIBERTAD REGULADA,"0","73",GARCES NAVAS,"005675","111041","1","15","1","1","5","10","3","14","2","4","4",2023/09/30
311001088489.00000000000,COLEGIO NUEVO ESTILO,"395495761",311001088489.00000000000,COLEGIO NUEVO ESTILO,A,URBANA,KR 120 # 64 C - 50,S.C. ENGATIVA ZONA URBANA,"4338223",colegionuevoestilo@yahoo.com,,,-PSICOSOCIAL-,-DOBLE EXCEPCIONALIDAD-,INDIGENAS-NEGRITUDES,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005636","111031","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001088926.00000000000,INSTITUTO TECNICO ANGELI,"102423001",311001088926.00000000000,INSTITUTO TECNICO ANGELI,A,URBANA,CL 75 A # 88 - 55,FLORENCIA,2244496 -- 2244232 -- 7554123,institutoangeli@gmail.com  --  jjmurillo183@gmail.com,www.liceoangely.com.co,,AUDITIVA,CAPACIDADES EXCEPCIONALES-,NEGRITUDES,LIBERTAD VIGILADA,"0","30",BOYACA REAL,"005619","111051","1","13","1","1","5","10","3","10","3","4","4",2023/09/30
311001089311.00000000000,LICEO ESTRELLITA ESTUDIANTIL,"515913320",311001089311.00000000000,LICEO ESTRELLITA ESTUDIANTIL,A,URBANA,KR 69 H # 64 H - 64,LA ESTRADA,2310592  --  3005511,estrellitaestudiantil@hotmail.com  --  estrellitaestudiantildireccion@gmail.com,,,,,,LIBERTAD VIGILADA,"0","26",LAS FERIAS,"005502","111061","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001089361.00000000000,PREESCOLAR MIS PEQUEÑOS GENIOS,"191509740",311001089361.00000000000,PREESCOLAR MIS PEQUEÑOS GENIOS,A,URBANA,CL 78 A # 101 - 70 INT 103-104,VILLAS DEL MADRIGAL,"4339308",mispequenosgenios@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005635","111041","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001089582.00000000000,COLEGIO INFANTIL GENESARET,"395405809",311001089582.00000000000,COLEGIO INFANTIL GENESARET,A,URBANA,KR 77 BIS # 68 - 64,BOYACA,2760237  --  3112591968,col_genesaret@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","30",BOYACA REAL,"005608","111051","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001089728.00000000000,JARDIN INFANTIL PSICOPEDAGOGICO CARACOLES DE COLORES,"10101602371",311001089728.00000000000,JARDIN INFANTIL PSICOPEDAGOGICO CARACOLES DE COLORES,A,URBANA,CL 64 F # 73 B - 18,EL LUJAN,4362436 -- 8132100 -- 3156492577,jipcaracolesdecolores@yahoo.es,,,-MULTIPLE-,,,LIBERTAD REGULADA,"0","31",SANTA CECILIA,"005604","111071","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001090220.00000000000,JARDIN INFANTIL LOS MUÑECOS DE NANY,"519021449",311001090220.00000000000,JARDIN INFANTIL LOS MUÑECOS DE NANY,A,URBANA,CL 49 A # 73 A - 42,NORMANDIA OCCIDENTAL,"2639212",jegizam@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","31",SANTA CECILIA,"005606","111071","1","13","1","1","5","10","4","13","4","4","4",2023/09/30
311001090360.00000000000,GIMNASIO MODERNO SUMMERHILL,"9001384982",311001090360.00000000000,GIMNASIO MODERNO SUMMERHILL,A,URBANA,CL 76 D # 110 C - 34,EL MORTIÑO,4314780 -- 4346322  --  4349143,gimnasiomodernosummerhill@hotmail.com,www.gmodernosummerhill.edu.co,,-FISICA-INTELECTUAL-,,,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005655","111031","1","13","1","1","5","10","1","1","3","4","4",2023/09/30
311001091340.00000000000,GIMNASIO MATERNO INFANTIL CLAUDIA JESUS,"307269300",311001091340.00000000000,GIMNASIO MATERNO INFANTIL CLAUDIA JESUS,A,URBANA,KR 94 H # 83 - 19,QUIRIGUA,4345780 -- 5350142,colegioclaudiajesus@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","29",EL MINUTO DE DIOS,"005618","111021","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001091501.00000000000,JARDIN INFANTIL PALITROQUE,"10324163847",311001091501.00000000000,JARDIN INFANTIL PALITROQUE,A,URBANA,KR 112 J # 86 A - 12 MZ 27 C 31,CIUDADELA COLSUBSIDIO,"4316568",jardininfantilpalitroque20@gmail.com  --  angiecamargorojas@gmail.com,,,,,,LIBERTAD VIGILADA,"0","72",BOLIVIA,"005636","111011","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001092214.00000000000,GIMNASIO MAYOR DE OCCIDENTE,"8300221233",311001092214.00000000000,GIMNASIO MAYOR DE OCCIDENTE,A,URBANA,CL 67 B BIS # 111 - 23,VILLA SANDRA,5400607 -- 5436966 -- 5438063  --  7021721,rectoria@mayordeoccidente.com  --  contacto@mayordeoccidente.com,www.gimnasiomayordeoccidente.edu.co,,,-TALENTO EXCEPCIONAL EN ARTES O LETRAS-,INDIGENAS-NEGRITUDES,LIBERTAD REGULADA,"0","74",ENGATIVA,"005630","111031","1","15","1","1","5","10","1","1","2","4","4",2023/09/30
311001092958.00000000000,COLEGIO LLUVIA DE BENDICIONES,"934164601",311001092958.00000000000,COLEGIO LLUVIA DE BENDICIONES,A,URBANA,KR 94 H # 86 B - 16,QUIRIGUA,"4716343",colegiolluviadebendiciones97@gmail.com  --  dorcy.marca@gmail.com,,,,,,LIBERTAD VIGILADA,"0","29",EL MINUTO DE DIOS,"005618","111021","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001093482.00000000000,LICEO LOS CENTAUROS,"517945621",311001093482.00000000000,LICEO LOS CENTAUROS,A,URBANA,CL 67 D # 105 B - 04,CENTAUROS DEL DANUBIO,"4428463",liceoloscentauros@hotmail.com  --  jairoyayo@hotmail.com,,,-VOZ Y HABLA-,,,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005629","111041","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001093989.00000000000,COLEGIO SANTA ANGELA MERICI,"9006415281",311001093989.00000000000,COLEGIO SANTA ANGELA MERICI,A,URBANA,CL 86 A # 112 G - 26,CIUDADELA COLSUBSIDIO,4317404  --  4429237,col.sam@hotmail.com,www.colegiosantaangelamerici.edu.co,,,,,LIBERTAD REGULADA,"0","72",BOLIVIA,"005650","111011","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001094764.00000000000,JARDIN INFANTIL PSICOPEDAGOGICO APRENDER A CREAR,"8301374676",311001094764.00000000000,JARDIN INFANTIL PSICOPEDAGOGICO APRENDER A CREAR,A,URBANA,KR 110 A # 71 C - 03,VILLA AMALIA,4335267/69,aprenderacrear@hotmail.com,www.jardinaprenderacrear.com,,,,,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005630","111031","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001094811.00000000000,COLEGIO LUIS MARIANO,"797223720",311001094811.00000000000,COLEGIO LUIS MARIANO,A,URBANA,CL 64 A # 116 C - 15,EL PALMAR I Y II,4336788  --  4429122,coluismariano@yahoo.com.ar,,,-INTELECTUAL-,,INDIGENAS-NEGRITUDES,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005636","111031","1","13","1","1","5","10","1","1","2","4","4",2023/09/30
311001094934.00000000000,GIMNASIO ACADEMICO CERVANTES,"397549871",311001094934.00000000000,GIMNASIO ACADEMICO CERVANTES,A,URBANA,CL 75 # 89 - 10/16,FLORENCIA,2515766 -- 4344537,elcervantista@yahoo.es,,,,,,LIBERTAD VIGILADA,"0","30",BOYACA REAL,"005619","111051","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001094985.00000000000,COLEGIO NUEVOS CIUDADANOS DE MARANDU,"529125953",311001094985.00000000000,COLEGIO NUEVOS CIUDADANOS DE MARANDU,A,URBANA,CL 69 C # 111 C - 32,MARANDU,"4407454",nuevosciudadanos26@gmail.com,,,,,,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005665","111031","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001094993.00000000000,COLEGIO MAYOR DE GALES,"395216931",311001094993.00000000000,COLEGIO MAYOR DE GALES,A,URBANA,CL 78 A # 101 - 73  --  KR 102 # 77 B - 75,VILLAS DEL MADRIGAL,4318478 -- 4332930,colegiomayordegales@hotmail.com  --  carmenzafase@hotmail.com,www.colegiomayordegales.edu.co,,-PSICOSOCIAL-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",,LIBERTAD REGULADA,"0","73",GARCES NAVAS,"005635","111041","1","13","1","1","5","10","1","1","3","4","4",2023/09/30
311001095001.00000000000,COLEGIO CRISTIANO PSICOPEDAGOGICO SINAI,"8300641390",311001095001.00000000000,COLEGIO CRISTIANO PSICOPEDAGOGICO SINAI,A,URBANA,CL 68 A # 91 - 52,LA FLORIDA,4308935  --  4031663,colegiocristianosinai@hotmail.com,,,-INTELECTUAL-OTRA,,,LIBERTAD VIGILADA,"0","30",BOYACA REAL,"005621","111051","1","3","1","1","5","10","1","1","3","4","4",2023/09/30
311001095400.00000000000,GIMNASIO NUEVO HORIZONTE,"530481933",311001095400.00000000000,GIMNASIO NUEVO HORIZONTE,A,URBANA,KR 118 # 83 A - 33,EL CORTIJO,"4654306",gimnuevohorizonte@gmail.com,http://gnuevohorizonte.com  --  www.gimnasionuevohorizonte.edu.co,,,,,LIBERTAD VIGILADA,"0","72",BOLIVIA,"005634","111011","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001095540.00000000000,PREESCOLAR TRAVESIAS INFANTILES,"517787983",311001095540.00000000000,PREESCOLAR TRAVESIAS INFANTILES,A,URBANA,KR 113 # 81 - 98,CIUDADELA COLSUBSIDIO,"4318218",preescolartravesiasinfantiles@gmail.com,www.travesiasinfantiles.edu.co,,,,,LIBERTAD VIGILADA,"0","72",BOLIVIA,"005636","111011","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001095981.00000000000,COLEGIO NUMEROS Y LETRAS,"9001139921",311001095981.00000000000,COLEGIO NUMEROS Y LETRAS,A,URBANA,KR 110 BIS # 64 - 31,EL LUCERO,"4359612",colegionumerosyletras@hotmail.com,www.sedbogota.edu.com,,-INTELECTUAL-,,,LIBERTAD REGULADA,"0","74",ENGATIVA,"005679","111031","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001096210.00000000000,LICEO PSICOPEDAGOGICO SAN BUENAVENTURA,"517701497",311001096210.00000000000,LICEO PSICOPEDAGOGICO SAN BUENAVENTURA,A,URBANA,CL 71 BIS # 78 - 70,SANTA HELENITA,"2238657",liceosanbuenaventura@yahoo.com,,,,,,LIBERTAD VIGILADA,"0","30",BOYACA REAL,"005608","111051","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001096228.00000000000,LICEO SAN LEON MAGNO,"8300081550",311001096228.00000000000,LICEO SAN LEON MAGNO,A,URBANA,CL 70 C # 112 A - 05,LA RIVIERA,4411935 -- 4412076,liceosanleonmagno@hotmail.com  --  oscarcruz@liceosanleonmagno.edu.co,,,-INTELECTUAL-VISUAL-,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-OTRO-,INDIGENAS,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005670","111031","1","15","1","1","5","10","1","1","2","4","4",2023/09/30
311001096694.00000000000,CENTRO DE DESARROLLO INFANTIL CRECER,"527776146",311001096694.00000000000,CENTRO DE DESARROLLO INFANTIL CRECER,A,URBANA,DG 88 # 112 I - 46 MZ 28 CASA 34,CIUDADELA COLSUBSIDIO,"4317976",cdicrecer2017@gmail.com,,,,,,LIBERTAD REGULADA,"0","72",BOLIVIA,"005650","111011","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001096856.00000000000,COLEGIO INTEGRAL EPIFANIO MEJIA,"8301141561",311001096856.00000000000,COLEGIO INTEGRAL EPIFANIO MEJIA,A,URBANA,CL 64 C # 103 A - 45,VIÑA DEL MAR,"5471675",colepifaniomejia@gmail.com,,,,,INDIGENAS,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005680","111041","1","15","1","1","5","10","4","13","2","4","4",2023/09/30
311001097071.00000000000,COLEGIO MODERNO ENGATIVA,"517707536",311001097071.00000000000,COLEGIO MODERNO ENGATIVA,A,URBANA,CL 64 BIS # 112 B - 61 -- KR 111 # 66 - 72,BOLIVIA - A,5421016 -- 4416511,colmoderenga@hotmail.com  --  rectoria@colegiomodernoengativa.edu.co,www.colmoden.es.tl  --  www.colegiomodernoengativa.edu.co,,,,,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005630","111031","1","13","1","1","5","10","1","1","2","4","4",2023/09/30
311001097259.00000000000,COLEGIO CATOLICO DE LA SABANA,"400212161",311001097259.00000000000,COLEGIO CATOLICO DE LA SABANA,A,URBANA,CL 77 # 113 B - 29,BOSQUES DE GRANADA,4403502 - 3224202806,colcat_rectoria@yahoo.es  --  colcatdelasabana@yahoo.com,www.colegiocatolicodelasabana.edu.co,,-INTELECTUAL-MULTIPLE-,,,LIBERTAD REGULADA,"0","73",GARCES NAVAS,"005649","111031","1","13","1","1","5","10","1","1","3","4","4",2023/09/30
311001098069.00000000000,GIMNASIO INFANTIL NUEVO VIVIR,"519122210",311001098069.00000000000,GIMNASIO INFANTIL NUEVO VIVIR,A,URBANA,CL 67 # 71 B - 25,EUROPA,2243500 -- 5458177,gimnasio.nuevo.vivir.2020@gmail.com  --  amorosa-679@hotmail.com,www.nuevovivir.edu.co,,,,,LIBERTAD REGULADA,"0","26",LAS FERIAS,"005510","111061","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001098549.00000000000,COLEGIO BILINGÜE REAL AMERICANO,"9004893474",311001098549.00000000000,COLEGIO BILINGÜE REAL AMERICANO,A,URBANA,CL 55 # 74 A - 51,NORMANDIA II SECTOR,5486437 -- 2954744,realamericano55@gmail.com  --  royalamericanosq@gmail.com,www.colegiobilinguerealamericano.com.co,,,,,LIBERTAD REGULADA,"0","31",SANTA CECILIA,"005606","111071","1","13","1","1","5","10","4","13","4","4","1",2023/09/30
311001099863.00000000000,JARDIN INFANTIL CHIQUITOTO,"516314661",311001099863.00000000000,JARDIN INFANTIL CHIQUITOTO,A,URBANA,CL 82 # 112 F - 05,CIUDADELA COLSUBSIDIO,"4318204",jardinchiquitoto@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","72",BOLIVIA,"005636","111011","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001099871.00000000000,GIMNASIO ELISEO LOS ARCES,"523326111",311001099871.00000000000,GIMNASIO ELISEO LOS ARCES,A,URBANA,KR 73 # 106 A - 24,GARCES NAVAS,"2270748",eliseolosarces@outlook.com,,,-FISICA-,"-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005627","111031","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001099928.00000000000,GIMNASIO PEDAGOGICO CELESTIN FREINET,"520795301",311001099928.00000000000,GIMNASIO PEDAGOGICO CELESTIN FREINET,A,URBANA,KR 105 # 77 A - 82,GARCES NAVAS,"2277483",jubagu0315@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005628","111041","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001099961.00000000000,TALLER EL GARABATEO MATERNO INFANTIL,"417469685",311001099961.00000000000,TALLER EL GARABATEO MATERNO INFANTIL,A,URBANA,KR 70 D # 74 B - 04,BONANZA,4307449 -- 2514602,tallerelgarabateo@yahoo.com  --  tallerelgarabateo@gmail.com,,,,,,LIBERTAD VIGILADA,"0","26",LAS FERIAS,"005406","111061","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001099987.00000000000,LICEO EL CASTILLO DEL SABER,"524936264",311001099987.00000000000,LICEO EL CASTILLO DEL SABER,A,URBANA,TV 96 A # 75 D - 31,VILLAS DEL MADRIGAL,"2289308",liceoelcastillodelsaber@gmail.com,www.liceo-cs.com,,,,,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005633","111041","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001099995.00000000000,LICEO HUELLAS DE TRIUNFO,"525626389",311001099995.00000000000,LICEO HUELLAS DE TRIUNFO,A,URBANA,KR 89 A # 88 - 52,LOS CEREZOS,2764125 -- 2232320,huellasdetriunfo@hotmail.com  --  maria.eugenia.varela2@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","29",EL MINUTO DE DIOS,"005616","111021","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001100110.00000000000,JARDIN INFANTIL TIA CECY,"413130519",311001100110.00000000000,JARDIN INFANTIL TIA CECY,A,URBANA,TV 79 B # 83 - 77,S.C. PARIS GAITAN,"4698351",administracion@jardintiacecy.edu.co  --  secretaria@jardintiacecy.edu.co,www.tiacecy.com  --  www.jardintiacecy.edu.co,,,,,LIBERTAD VIGILADA,"0","29",EL MINUTO DE DIOS,"005612","111021","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001100667.00000000000,COLEGIO NUEVAS VIVENCIAS,"517870390",311001100667.00000000000,COLEGIO NUEVAS VIVENCIAS,A,URBANA,DG 82 G # 73 A - 60,EL MINUTO DE DIOS - URBANIZACION LORENA,"2768789",colegionuevasvivencias@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","29",EL MINUTO DE DIOS,"005601","111021","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001100691.00000000000,CENTRO DE ESTIMULACION TEMPRANA Y PREESCOLAR MIS PEQUEÑOS ENANITOS,"355092895",311001100691.00000000000,CENTRO DE ESTIMULACION TEMPRANA Y PREESCOLAR MIS PEQUEÑOS ENANITOS,A,URBANA,KR 105 # 80 A - 21,BOLIVIA,2273843  --  3152210092  --  3108820029,cetemmisenanitos@hotmail.com,,,-MULTIPLE-PSICOSOCIAL-,,,LIBERTAD VIGILADA,"0","72",BOLIVIA,"005636","111011","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001100756.00000000000,LICEO INFANTIL SAN LORENZO,"519216655",311001100756.00000000000,LICEO INFANTIL SAN LORENZO,A,URBANA,KR 124 # 65 A - 52,S.C. ENGATIVA ZONA URBANA,"4336097",lisanlo2004@yahoo.com  --  sfarieta@educacionbogota.edu.co,,,,,,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005636","111031","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001100764.00000000000,JARDIN INFANTIL Y GUARDERIA SAN RAFAEL,"8600105258",311001100764.00000000000,JARDIN INFANTIL Y GUARDERIA SAN RAFAEL,A,URBANA,AK 70 # 49 - 66,S.C. JARDÍN BOTANICO,2635483  --  4296512  --  2951848,jardin.sanrafael@gmail.com,,,,,,LIBERTAD VIGILADA,"0","105",JARDIN BOTANICO,"005506","111071","1","3","1","1","5","10","4","13","7","4","4",2023/09/30
311001100781.00000000000,COLEGIO VIÑA DEL MAR,"192167417",311001100781.00000000000,COLEGIO VIÑA DEL MAR,A,URBANA,KR 105 # 67 F - 03,DANUBIO CENTAUROS,5414615  --  3005425221,colvimar@yahoo.es,,,-FISICA-MULTIPLE-,,,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005680","111041","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001100829.00000000000,COLEGIO REAL DE COLOMBIA,"795060293",311001100829.00000000000,COLEGIO REAL DE COLOMBIA,A,URBANA,CL 73 # 107 C - 12,GARCES NAVAS,2274668  --  8134160  --  3204521730  --  3204527211  --  4880485,colegiorealdecolombia2010@hotmail.com  --  nubiaelsy2003@outlook.com,www.colegiorealdecolombia.edu.co,,-FISICA-PSICOSOCIAL-,,,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005627","111041","1","13","1","1","5","10","1","1","3","4","4",2023/09/30
311001100845.00000000000,COLEGIO NUESTRA SEÑORA DEL CARMEN,"416303956",311001100845.00000000000,COLEGIO NUESTRA SEÑORA DEL CARMEN,A,URBANA,CL 69 C # 112 - 32,MARANDU,4406798 -- 3112554436,colcarmelitanos@hotmail.com  --  ximenagarzon1990@gmail.com,,,-VOZ Y HABLA-,,,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005632","111031","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001100853.00000000000,LICEO ACADEMICO SHILTON,"795694121",311001100853.00000000000,LICEO ACADEMICO SHILTON,A,URBANA,CL 75 B # 111 A - 22,VILLAS DE GRANADA,4359524  --  3104992014,liceoacademicoshilton@hotmail.com  --  shiltoncarlose@hotmail.com,www.liceoacademicoshilton.edu.co,,,,,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005634","111031","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001101353.00000000000,COLEGIO CAMPESTRE LOS PINOS,"9014269968",311001101353.00000000000,COLEGIO CAMPESTRE LOS PINOS,A,URBANA,CL 64 # 113 A - 94,VILLA GLADYS,"4336427",colegiopinos@hotmail.com  --  rectora@colcampestrepinos.edu.co,,,,"CAPACIDADES EXCEPCIONALES-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005632","111031","1","15","1","1","5","10","4","13","2","4","4",2023/09/30
311001101370.00000000000,LICEO BONANZA SIGLO XXI,"8301130544",311001101370.00000000000,LICEO BONANZA SIGLO XXI,A,URBANA,CL 75 # 70 - 18,EL MANANTIAL,2242038  --  3115461038,liceobs21@gmail.com,,,-OTRA,,INDIGENAS,LIBERTAD VIGILADA,"0","26",LAS FERIAS,"005406","111061","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001101396.00000000000,LICEO NORMANDIA,"6320040753",311001101396.00000000000,LICEO NORMANDIA,A,URBANA,KR 75 # 52 A - 60,NORMANDIA OCCIDENTAL,7048031  --  5401727,rectoria@liceonormandia.com  --  rectoria@liceonormandia.edu.co,www.liceonormandia.com  --  www.liceonormandia.edu.co,,AUDITIVA-INTELECTUAL-,-TALENTO EXCEPCIONAL EN ARTES O LETRAS-,,LIBERTAD REGULADA,"0","31",SANTA CECILIA,"005606","111071","1","13","1","1","5","10","1","1","4","4","4",2023/09/30
311001101426.00000000000,JARDIN INFANTIL SUEÑOS E ILUSIONES,"516442267",311001101426.00000000000,JARDIN INFANTIL SUEÑOS E ILUSIONES,A,URBANA,KR 71 D # 68 B - 88,EL LAUREL -LA EUROPA,"2513892",chcallita@gmail.com,,,,,,LIBERTAD VIGILADA,"0","26",LAS FERIAS,"005510","111061","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001101451.00000000000,GIMNASIO MADRE TRINIDAD DE CALCUTA,"796218577",311001101451.00000000000,GIMNASIO MADRE TRINIDAD DE CALCUTA,A,URBANA,CL 69 B # 105 H - 54,ALAMOS NORTE SAN BASILIO,2282790 -- 3152428132,gimnasiocalcuta@hotmail.com,www.gimnasiocalcuta.edu.co,,-INTELECTUAL-OTRA,,,REGIMEN CONTROLADO,"0","73",GARCES NAVAS,"005629","111041","1","13","1","1","5","10","1","1","2","4","4",2023/09/30
311001101485.00000000000,GIMNASIO VILLA LORENA,"9005885665",311001101485.00000000000,GIMNASIO VILLA LORENA,A,URBANA,KR 83 # 71 - 99,LA CLARITA,4385387/89,gvillalorena@gmail.com,www.villalorena.com,,,,,LIBERTAD VIGILADA,"0","30",BOYACA REAL,"005628","111051","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001101876.00000000000,GIMNASIO MODERNO JHON NEPER,"5183192599",311001101876.00000000000,GIMNASIO MODERNO JHON NEPER,A,URBANA,KR 110 B # 64 D - 35,VILLAS DEL DORADO,"6014845930",gimnasiomodernojhonneper@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","74",ENGATIVA,"005630","111031","1","13","1","1","5","10","4","13","2","4","4",2023/09/30
311001102708.00000000000,INSTITUTO CONSTRUCTORES DEL FUTURO,"516111812",311001102708.00000000000,INSTITUTO CONSTRUCTORES DEL FUTURO,A,URBANA,KR 111 BIS # 77 - 16,VILLAS DE GRANADA,"2288263",consfu@hotmail.com,,,AUDITIVA,,,LIBERTAD VIGILADA,"0","73",GARCES NAVAS,"005627","111031","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001105138.00000000000,JARDIN INFANTIL CARRUSEL DE IDEAS,"9007888779",311001105138.00000000000,JARDIN INFANTIL CARRUSEL DE IDEAS,A,URBANA,KR 102 # 71 C - 42,ALAMOS NORTE,2276392 -- 8148458  --  2279362,jardininfantilcarruseldeideas@gmail.com,,,,,,LIBERTAD REGULADA,"0","73",GARCES NAVAS,"005633","111041","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001105146.00000000000,GIMNASIO SENDEROS DE LUZ,"522646105",311001105146.00000000000,GIMNASIO SENDEROS DE LUZ,A,URBANA,CL 70 C # 105 H - 12,PLAZUELAS DEL VIRREY,4345874  --  4346658,gimnasiosenderosdeluz@hotmail.com,,,,,,LIBERTAD REGULADA,"0","73",GARCES NAVAS,"005648","111041","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
311001105162.00000000000,CENTRO SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS - CENPEFI,"241491616",311001105162.00000000000,CENTRO SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS - CENPEFI,A,URBANA,AC 80 # 83 - 57 PISO 2,LA GRANJA,6880551  --  5451215  --  2524817  --  4381775,cenpefi@hotmail.com  --  montecristoandres@gmail.com,,,-INTELECTUAL-MULTIPLE-PSICOSOCIAL-SISTEMICA-,,INDIGENAS-NEGRITUDES,LIBERTAD VIGILADA,"0","30",BOYACA REAL,"005610","111051","1","13","1","1","5","10","1","1","3","4","4",2023/09/30
311001105189.00000000000,GIMNASIO LAUREL DEL BOSQUE,"517446251",311001105189.00000000000,GIMNASIO LAUREL DEL BOSQUE,A,URBANA,KR 69 P # 63 C - 33,BOSQUE POPULAR,6601113 -- 2509069 -- 8006800  --  2052328,gelbma@gmail.com,www.gimnasioellaurel.com,,,,INDIGENAS,LIBERTAD VIGILADA,"0","26",LAS FERIAS,"005502","111061","1","13","1","1","5","10","4","13","3","4","4",2023/09/30
