X,Y,ORDEN_DE_S,EMAIL,WEB,Fecha,COLEGIO_SE,P_Puntaje_,EVALUADOS,COD_DANE12,P_Lectura,P_Matemati,P_Sociales,P_Ciencias,P_Ingles,Sector,CALENDARIO,GENERO,COD_LOCA,NATU_JUR,CLASE_TIPO,Ciencias_N,Ciencias_1,Ciencias_2,Ciencias_3,Ingles_A,Ingles_A1,Ingles_A2,Ingles_B1,Ingles_B,Lectura_1,Lectura_2,Lectura_3,Lectura_4,Matematica,Matemati_1,Matemati_2,Matemati_3,SocialC_1,SocialC_2,SocialC_3,SocialC_4,PCiencias_,PCiencias1,PCiencia_1,PCiencia_2,PIngles_A1,PIngles_A2,PIngles_B1,PIngles_A,PIngles_B,PLectura_1,PLectura_2,PLectura_3,PLectura_4,PMatematic,PMatemat_1,PMatemat_2,PMatemat_3,PSocialC_1,PSocialC_2,PSocialC_3,PSocialC_4,Categoria
-8247977.3627,521115.456799999,A,colegioreuven@yahoo.com  --  contacto@cema.edu.co,www.colegioestradamariaauxiliadora.com  --  www.cema.edu.co,2021/12/31,COLEGIO ESTRADA DE MARIA AUXILIADORA,260.76923080000,26,311001027706.00000000000,55,52,49,51,57,1,1,5,10,13,4,1,17,8,0,3,11,10,2,0,0,9,13,4,0,11,15,0,5,14,7,0,0.03846153800,0.65384615400,0.30769230800,0.00000000000,0.42307692300,0.38461538500,0.07692307700,0.11538461500,0.00000000000,0.00000000000,0.34615384600,0.50000000000,0.15384615400,0.00000000000,0.42307692300,0.57692307700,0.00000000000,0.19230769200,0.53846153800,0.26923076900,0.00000000000,2
-8247985.7696,521410.394499999,A,direccion.general@gimnasiotundama.org  --  infoadmisiones@gimnasiotundama.org,www.gimnasiotundama.edu.co  --  www.gimnasiotundama.com,2021/12/31,GIMNASIO TUNDAMA,268.46153850000,14,311001027986.00000000000,57,56,50,51,56,1,1,5,10,5,4,1,11,3,0,3,8,2,2,0,0,3,10,2,0,3,12,0,1,10,3,1,0.06666666700,0.73333333300,0.20000000000,0.00000000000,0.53333333300,0.13333333300,0.13333333300,0.20000000000,0.00000000000,0.00000000000,0.20000000000,0.66666666700,0.13333333300,0.00000000000,0.20000000000,0.80000000000,0.00000000000,0.06666666700,0.66666666700,0.20000000000,0.06666666700,2
-8247704.6611,523672.524099998,A,rectorateneo@colegiosminutodedios.edu.co  --  secreateneo@colegiosminutodedios.edu.co,www.colegiosminutodedios.edu.co,2021/12/31,ATENEO JUAN EUDES,271.92307690000,42,311001029229.00000000000,58,54,51,52,62,1,1,5,10,5,4,3,23,16,0,4,9,19,7,3,0,8,26,8,2,13,25,2,9,18,15,0,0.07142857100,0.54761904800,0.38095238100,0.00000000000,0.21428571400,0.45238095200,0.16666666700,0.09523809500,0.07142857100,0.00000000000,0.19047619000,0.61904761900,0.19047619000,0.04761904800,0.30952381000,0.59523809500,0.04761904800,0.21428571400,0.42857142900,0.35714285700,0.00000000000,2
-8248675.6031,525617.221299998,A,tomasdeiriarte@hotmail.com,,2021/12/31,INSTITUTO TOMAS DE IRIARTE,280.00000000000,24,311001029318.00000000000,59,59,52,53,59,1,1,5,10,15,4,1,14,9,0,1,12,7,3,1,0,6,13,5,0,2,21,1,3,12,8,1,0.04166666700,0.58333333300,0.37500000000,0.00000000000,0.50000000000,0.29166666700,0.12500000000,0.04166666700,0.04166666700,0.00000000000,0.25000000000,0.54166666700,0.20833333300,0.00000000000,0.08333333300,0.87500000000,0.04166666700,0.12500000000,0.50000000000,0.33333333300,0.04166666700,2
-8250360.1898,525681.463799998,A,gimnasiolospirineos@hotmail.com,www.gimnasiolospirineos.com,2021/12/31,GIMNASIO LOS PIRINEOS,292.30769230000,6,311001032149.00000000000,62,58,56,56,64,1,1,5,10,13,4,0,2,5,0,0,1,4,2,0,0,0,5,2,0,2,4,1,0,4,4,0,0.00000000000,0.28571428600,0.71428571400,0.00000000000,0.14285714300,0.57142857100,0.28571428600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.71428571400,0.28571428600,0.00000000000,0.28571428600,0.57142857100,0.14285714300,0.00000000000,0.57142857100,0.57142857100,0.00000000000,2
-8249478.4938,521639.178599998,A,secretaria@gimnasiolosalerces.edu.co  --  administracion@gimnasiolosalerces.edu.co,www.gimnasiolosalerces.edu.co,2021/12/31,GIMNASIO LOS ALERCES,290.00000000000,43,311001034389.00000000000,59,60,55,56,64,1,1,5,10,13,4,1,19,21,2,1,12,15,11,4,0,8,25,10,0,5,31,7,5,16,21,1,0.02325581400,0.44186046500,0.48837209300,0.04651162800,0.27906976700,0.34883720900,0.25581395300,0.02325581400,0.09302325600,0.00000000000,0.18604651200,0.58139534900,0.23255814000,0.00000000000,0.11627907000,0.72093023300,0.16279069800,0.11627907000,0.37209302300,0.48837209300,0.02325581400,1
-8249986.8877,521939.0528,A,info@gimclasabana.edu.co  --  rectoria@gimclasabana.edu.co,,2021/12/31,GIMNASIO CAMPESTRE LA SABANA,272.69230770000,15,311001034869.00000000000,59,55,50,52,61,1,1,5,10,15,4,0,11,4,0,0,4,8,3,0,1,1,11,2,0,5,10,0,4,7,4,0,0.00000000000,0.73333333300,0.26666666700,0.00000000000,0.26666666700,0.53333333300,0.20000000000,0.00000000000,0.00000000000,0.06666666700,0.06666666700,0.73333333300,0.13333333300,0.00000000000,0.33333333300,0.66666666700,0.00000000000,0.26666666700,0.46666666700,0.26666666700,0.00000000000,2
-8250441.5944,524601.987,A,secretraria@colegiosanjuandeavila.edu.co  --  rectoria@colegiosanjuandeavila.edu.co,www.colegiosanjuandeavila.edu.co,2021/12/31,COLEGIO SAN JUAN DE AVILA,300.00000000000,30,311001035873.00000000000,62,60,58,59,63,1,1,5,10,13,4,0,8,22,1,4,4,12,8,2,0,2,16,12,0,6,19,6,1,11,16,3,0.00000000000,0.25806451600,0.70967741900,0.03225806500,0.12903225800,0.38709677400,0.25806451600,0.12903225800,0.06451612900,0.00000000000,0.06451612900,0.51612903200,0.38709677400,0.00000000000,0.19354838700,0.61290322600,0.19354838700,0.03225806500,0.35483871000,0.51612903200,0.09677419400,2
-8250550.5116,524556.807799999,A,gerencia@colegiofervan.edu.co  --  rectoria@colegiofervan.edu.co,www.colegiofervan.edu.co,2021/12/31,COLEGIO FERVAN,320.38461540000,28,311001036527.00000000000,64,65,63,62,71,1,1,5,10,13,4,0,4,22,2,0,0,9,16,3,0,0,14,14,0,0,25,3,0,3,22,3,0.00000000000,0.14285714300,0.78571428600,0.07142857100,0.00000000000,0.32142857100,0.57142857100,0.00000000000,0.10714285700,0.00000000000,0.00000000000,0.50000000000,0.50000000000,0.00000000000,0.00000000000,0.89285714300,0.10714285700,0.00000000000,0.10714285700,0.78571428600,0.10714285700,1
-8249464.9039,522674.066300001,A,cedscalas10@educacionbogota.edu.co  --  rectoriacentroeducativoscalas@gmail.com,www.centroeducativoscalas.edu.co,2021/12/31,CENTRO EDUCATIVO SCALAS,317.69230770000,36,311001037094.00000000000,66,65,62,60,67,1,1,5,10,1,4,0,10,22,4,0,9,9,15,3,0,0,15,21,0,1,25,10,1,9,18,8,0.00000000000,0.27777777800,0.61111111100,0.11111111100,0.25000000000,0.25000000000,0.41666666700,0.00000000000,0.08333333300,0.00000000000,0.00000000000,0.41666666700,0.58333333300,0.00000000000,0.02777777800,0.69444444400,0.27777777800,0.02777777800,0.25000000000,0.50000000000,0.22222222200,1
-8249637.3,524251.3836,A,licstapaula@yahoo.com  --  coordinacionacademicalsp@gmail.com,www.liceosantapaula.edu.co,2021/12/31,LICEO SANTA PAULA,307.30769230000,16,311001038163.00000000000,62,63,59,60,67,1,1,5,10,13,4,0,3,12,1,0,4,3,8,1,0,2,6,8,0,1,11,4,1,6,8,1,0.00000000000,0.18750000000,0.75000000000,0.06250000000,0.25000000000,0.18750000000,0.50000000000,0.00000000000,0.06250000000,0.00000000000,0.12500000000,0.37500000000,0.50000000000,0.00000000000,0.06250000000,0.68750000000,0.25000000000,0.06250000000,0.37500000000,0.50000000000,0.06250000000,2
-8248876.4212,523367.507599998,A,informacion@colegiomayorprimerosmaestros.edu.co,www.colegiomayorpimerosmaestros.com,2021/12/31,COLEGIO MAYOR PRIMEROS MAESTROS,291.20294600000,47,311001038317.00000000000,60,58,56,56,65,1,1,5,10,8,4,1,17,26,0,4,9,12,14,5,0,8,23,13,1,7,34,2,3,20,14,7,0.02272727300,0.38636363600,0.59090909100,0.00000000000,0.20454545500,0.27272727300,0.31818181800,0.09090909100,0.11363636400,0.00000000000,0.18181818200,0.52272727300,0.29545454500,0.02272727300,0.15909090900,0.77272727300,0.04545454500,0.06818181800,0.45454545500,0.31818181800,0.15909090900,2
-8248567.6399,520542.747,A,gerencia@coelgiohenrywallom.com  --  julioarmando07@gmail.com,,2021/12/31,COLEGIO HENRY WALLON,248.07692310000,10,311001039399.00000000000,52,50,48,47,54,1,1,5,10,13,4,0,10,0,0,4,3,1,2,0,0,5,3,2,0,5,5,0,2,6,2,0,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.30000000000,0.10000000000,0.20000000000,0.40000000000,0.00000000000,0.00000000000,0.50000000000,0.30000000000,0.20000000000,0.00000000000,0.50000000000,0.50000000000,0.00000000000,0.20000000000,0.60000000000,0.20000000000,0.00000000000,2
-8253529.1039,525120.5002,A,liceosasab@hotmail.com,www.liceosalomonsabio.edu.co,2021/12/31,LICEO SALOMON SABIO,304.61538460000,24,311001040290.00000000000,63,63,58,60,60,1,1,5,10,13,4,0,7,15,2,3,5,11,5,0,0,1,13,10,1,0,16,7,1,6,14,3,0.00000000000,0.29166666700,0.62500000000,0.08333333300,0.20833333300,0.45833333300,0.20833333300,0.12500000000,0.00000000000,0.00000000000,0.04166666700,0.54166666700,0.41666666700,0.04166666700,0.00000000000,0.66666666700,0.29166666700,0.04166666700,0.25000000000,0.58333333300,0.12500000000,1
-8249973.3034,521721.2663,A,gmonjes@hotmail.com,www.gimnasiolosmojes.edu.co,2021/12/31,GIMNASIO LOS MONJES,281.15384620000,42,311001040630.00000000000,58,57,55,54,59,1,1,5,10,13,4,1,23,16,2,7,10,15,9,1,0,9,26,7,0,11,29,2,5,16,20,1,0.02380952400,0.54761904800,0.38095238100,0.04761904800,0.23809523800,0.35714285700,0.21428571400,0.16666666700,0.02380952400,0.00000000000,0.21428571400,0.61904761900,0.16666666700,0.00000000000,0.26190476200,0.69047619000,0.04761904800,0.11904761900,0.38095238100,0.47619047600,0.02380952400,2
-8250428.3563,525607.205699999,A,lpboliv@hotmail.com  --  contacto@lpb.edu.co,,2021/12/31,LICEO PSICOPEDAGOGICO BOLIVIA,276.53846150000,51,311001040869.00000000000,58,56,52,54,59,1,1,5,10,15,4,3,25,22,1,5,19,16,10,1,1,6,34,10,1,12,34,4,6,29,15,1,0.05882352900,0.49019607800,0.43137254900,0.01960784300,0.37254902000,0.31372549000,0.19607843100,0.09803921600,0.01960784300,0.01960784300,0.11764705900,0.66666666700,0.19607843100,0.01960784300,0.23529411800,0.66666666700,0.07843137300,0.11764705900,0.56862745100,0.29411764700,0.01960784300,2
-8248624.3327,521529.5449,A,emmanuelschoolvive@yahoo.es  --  emmanuelschool10@yahoo.es,,2021/12/31,COLEGIO EMMANUEL,294.61538460000,13,311001043159.00000000000,63,57,58,56,64,1,1,5,10,13,4,1,9,5,1,0,4,8,5,0,0,0,13,4,0,4,12,1,0,8,9,0,0.05882352900,0.52941176500,0.29411764700,0.05882352900,0.23529411800,0.47058823500,0.29411764700,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.76470588200,0.23529411800,0.00000000000,0.23529411800,0.70588235300,0.05882352900,0.00000000000,0.47058823500,0.52941176500,0.00000000000,2
-8250457.9372,525812.905900002,A,gmakarenko85@yahoo.es  --  garzonpatricia2087@yahoo.es,,2021/12/31,GIMNASIO MAKARENKO,285.38461540000,24,311001044210.00000000000,60,61,52,53,64,1,1,5,10,13,4,2,13,8,1,1,4,10,7,2,1,1,17,5,0,4,18,2,3,15,4,2,0.08333333300,0.54166666700,0.33333333300,0.04166666700,0.16666666700,0.41666666700,0.29166666700,0.04166666700,0.08333333300,0.04166666700,0.04166666700,0.70833333300,0.20833333300,0.00000000000,0.16666666700,0.75000000000,0.08333333300,0.12500000000,0.62500000000,0.16666666700,0.08333333300,2
-8248280.9454,522835.2005,A,gimnasioellago@gmail.com,www.gimnasioellago25.com  --  www.gimnasioellago.edu.co,2021/12/31,GIMNASIO EL LAGO,313.07692310000,123,311001044317.00000000000,65,64,61,60,64,1,1,5,10,13,4,1,33,81,9,5,25,48,41,5,0,5,62,57,0,5,87,31,2,28,79,14,0.00813008100,0.26829268300,0.65853658500,0.07317073200,0.20325203300,0.39024390200,0.33333333300,0.04065040700,0.04065040700,0.00000000000,0.04065040700,0.50406504100,0.46341463400,0.00000000000,0.04065040700,0.70731707300,0.25203252000,0.01626016300,0.22764227600,0.64227642300,0.11382113800,1
-8249684.1488,521947.784200002,A,gimnasiosantamariadelalcazar@yahoo.com  --  asistente.administrativo@gsma.edu.co,www.gimnasiosantamariadelalcazar.edu.co  --  www.gsma.edu.co,2021/12/31,GIMNASIO SANTA MARIA DEL ALCAZAR,321.15384620000,66,311001044473.00000000000,67,64,62,62,70,1,1,5,10,15,4,1,10,48,8,0,8,16,36,7,0,2,23,42,0,6,47,14,0,15,41,11,0.01492537300,0.14925373100,0.71641791000,0.11940298500,0.11940298500,0.23880597000,0.53731343300,0.00000000000,0.10447761200,0.00000000000,0.02985074600,0.34328358200,0.62686567200,0.00000000000,0.08955223900,0.70149253700,0.20895522400,0.00000000000,0.22388059700,0.61194029900,0.16417910400,1
-8250244.4687,525930.870099999,A,info@liceosanbasilio.edu.co,www.liceosanbasilio.edu.co,2021/12/31,LICEO SAN BASILIO MAGNO,281.92307690000,43,311001046328.00000000000,59,57,54,54,61,1,1,5,10,11,5,1,31,20,1,4,14,23,12,1,0,8,36,10,0,9,43,3,4,32,14,4,0.01851851900,0.57407407400,0.37037037000,0.01851851900,0.25925925900,0.42592592600,0.22222222200,0.07407407400,0.01851851900,0.00000000000,0.14814814800,0.66666666700,0.18518518500,0.00000000000,0.16666666700,0.79629629600,0.05555555600,0.07407407400,0.59259259300,0.25925925900,0.07407407400,2
-8252155.1298,523846.586199999,A,artedelsaber@hotmail.com  --  academiaartedelsaber@gmail.com,www.artedelsaber.jimdo.com,2021/12/31,COLEGIO PSICOPEDAGOGICO EL ARTE DEL SABER,269.23076920000,24,311001051097.00000000000,57,54,52,52,55,1,1,5,10,13,4,1,15,7,1,5,12,3,3,1,0,6,14,4,0,6,17,1,3,12,8,1,0.04166666700,0.62500000000,0.29166666700,0.04166666700,0.50000000000,0.12500000000,0.12500000000,0.20833333300,0.04166666700,0.00000000000,0.25000000000,0.58333333300,0.16666666700,0.00000000000,0.25000000000,0.70833333300,0.04166666700,0.12500000000,0.50000000000,0.33333333300,0.04166666700,2
-8247704.6611,523672.524099998,A,rectoriasiglo21@colegiosminutodedios.edu.co  --  secresiglo21@colegiosminutodedios.edu.co,www.colegiosminutodedios.edu.co/siglo21,2021/12/31,COLEGIO EL MINUTO DE DIOS SIGLO XXI,326.15384620000,39,311001052018.00000000000,65,65,64,64,74,1,1,5,10,5,4,0,2,31,6,0,1,7,22,9,0,0,20,19,0,0,27,12,0,7,24,8,0.00000000000,0.05128205100,0.79487179500,0.15384615400,0.02564102600,0.17948717900,0.56410256400,0.00000000000,0.23076923100,0.00000000000,0.00000000000,0.51282051300,0.48717948700,0.00000000000,0.00000000000,0.69230769200,0.30769230800,0.00000000000,0.17948717900,0.61538461500,0.20512820500,1
-8248952.5905,521937.944800001,A,hombredelrio@yahoo.com  --  coordinacionlhr@gmail.com,,2021/12/31,LICEO HOMBRE DEL RIO,275.00000000000,10,311001076561.00000000000,58,55,54,53,55,1,1,5,10,13,4,0,6,4,0,0,6,3,1,0,0,1,8,1,0,2,8,0,0,7,3,0,0.00000000000,0.60000000000,0.40000000000,0.00000000000,0.60000000000,0.30000000000,0.10000000000,0.00000000000,0.00000000000,0.00000000000,0.10000000000,0.80000000000,0.10000000000,0.00000000000,0.20000000000,0.80000000000,0.00000000000,0.00000000000,0.70000000000,0.30000000000,0.00000000000,3
-8251627.4598,524553.021499999,A,colvipe@gmail.com,www.colvipe.edu.co,2021/12/31,COLEGIO DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,257.30769230000,76,311001087008.00000000000,55,51,49,49,57,1,1,5,10,15,4,11,47,18,0,9,33,24,10,0,0,20,50,6,4,31,39,2,17,39,20,0,0.14473684200,0.61842105300,0.23684210500,0.00000000000,0.43421052600,0.31578947400,0.13157894700,0.11842105300,0.00000000000,0.00000000000,0.26315789500,0.65789473700,0.07894736800,0.05263157900,0.40789473700,0.51315789500,0.02631578900,0.22368421100,0.51315789500,0.26315789500,0.00000000000,2
-8253517.4744,525475.129500002,A,colegiorembrandt@yahoo.com.ar  --  colegiorembrandt817@gmail.com,www.colegiorembrandt.com  --  www.colegiorembrandt.edu.co,2021/12/31,COLEGIO REMBRANDT,262.69230770000,52,311001087148.00000000000,55,54,48,52,56,1,1,5,10,15,4,8,23,23,0,13,19,13,10,0,1,14,34,5,2,18,32,2,15,23,16,0,0.14814814800,0.42592592600,0.42592592600,0.00000000000,0.35185185200,0.24074074100,0.18518518500,0.24074074100,0.00000000000,0.01851851900,0.25925925900,0.62962963000,0.09259259300,0.03703703700,0.33333333300,0.59259259300,0.03703703700,0.27777777800,0.42592592600,0.29629629600,0.00000000000,2
-8250315.7644,526099.274300002,A,colegio.ceic@colsubsidio.com  --  colegioceicciudadela.secretariaacademica@colsubsidio.com,www.colsubsidio.com,2021/12/31,COLEGIO COLSUBSIDIO CIUDADELA,310.00000000000,230,311001087989.00000000000,64,62,61,59,68,1,1,5,10,2,4,7,73,133,21,5,30,73,94,30,0,9,117,105,0,16,180,35,7,54,136,37,0.02991453000,0.31196581200,0.56837606800,0.08974359000,0.12820512800,0.31196581200,0.40170940200,0.02136752100,0.12820512800,0.00000000000,0.03846153800,0.50000000000,0.44871794900,0.00000000000,0.06837606800,0.76923076900,0.14957265000,0.02991453000,0.23076923100,0.58119658100,0.15811965800,1
-8251486.3813,524455.759100001,A,colpae1@yahoo.es  -  recolpae@gmail.com,www.colpae.edu.co,2021/12/31,COLEGIO PAE - PROCESO ALTERNATIVO EDUCATIVO,284.61538460000,35,311001088420.00000000000,59,58,55,55,59,1,1,5,10,15,4,1,16,18,0,4,11,15,5,0,0,4,22,9,0,6,27,2,3,15,16,1,0.02857142900,0.45714285700,0.51428571400,0.00000000000,0.31428571400,0.42857142900,0.14285714300,0.11428571400,0.00000000000,0.00000000000,0.11428571400,0.62857142900,0.25714285700,0.00000000000,0.17142857100,0.77142857100,0.05714285700,0.08571428600,0.42857142900,0.45714285700,0.02857142900,2
-8249405.9803,523896.252599999,A,institutoangeli@gmail.com  --  jjmurillo183@gmail.com,www.liceoangely.com.co,2021/12/31,INSTITUTO TECNICO ANGELI,284.23076920000,9,311001088926.00000000000,63,56,56,53,55,1,1,5,10,13,4,0,6,3,0,2,4,2,1,0,0,0,6,3,0,2,6,1,0,5,4,0,0.00000000000,0.66666666700,0.33333333300,0.00000000000,0.44444444400,0.22222222200,0.11111111100,0.22222222200,0.00000000000,0.00000000000,0.00000000000,0.66666666700,0.33333333300,0.00000000000,0.22222222200,0.66666666700,0.11111111100,0.00000000000,0.55555555600,0.44444444400,0.00000000000,2
-8247985.2898,521503.113200001,A,rectoria@colegiomayorsanbenitoapostol.edu.co  --  colmayorsanbenitoapostol@hotmail.com,www.fundecbogota.com,2021/12/31,COLEGIO MAYOR SAN BENITO APOSTOL,238.84615380000,8,311001089418.00000000000,49,51,41,48,54,1,1,5,10,13,4,1,7,1,0,1,6,2,0,0,0,5,5,0,0,2,7,0,5,5,0,0,0.11111111100,0.77777777800,0.11111111100,0.00000000000,0.66666666700,0.22222222200,0.00000000000,0.11111111100,0.00000000000,0.00000000000,0.55555555600,0.55555555600,0.00000000000,0.00000000000,0.22222222200,0.77777777800,0.00000000000,0.55555555600,0.55555555600,0.00000000000,0.00000000000,3
-8251275.5377,525469.416200001,A,gimnasiomodernosummerhill@hotmail.com,www.gmodernosummerhill.edu.co,2021/12/31,GIMNASIO MODERNO SUMMERHILL,316.53846150000,25,311001090360.00000000000,64,64,61,63,67,1,1,5,10,13,4,0,5,15,5,1,2,12,8,2,0,1,12,12,0,1,19,5,2,4,17,2,0.00000000000,0.20000000000,0.60000000000,0.20000000000,0.08000000000,0.48000000000,0.32000000000,0.04000000000,0.08000000000,0.00000000000,0.04000000000,0.48000000000,0.48000000000,0.00000000000,0.04000000000,0.76000000000,0.20000000000,0.08000000000,0.16000000000,0.68000000000,0.08000000000,1
-8252161.7544,524356.584600002,A,rectoria@mayordeoccidente.com  --  contacto@mayordeoccidente.com,www.gimnasiomayordeoccidente.edu.co,2021/12/31,GIMNASIO MAYOR DE OCCIDENTE,291.15384620000,75,311001092214.00000000000,60,61,55,56,61,1,1,5,10,15,4,0,34,39,2,3,17,40,14,1,0,8,47,20,1,5,56,13,5,31,38,1,0.00000000000,0.45333333300,0.52000000000,0.02666666700,0.22666666700,0.53333333300,0.18666666700,0.04000000000,0.01333333300,0.00000000000,0.10666666700,0.62666666700,0.26666666700,0.01333333300,0.06666666700,0.74666666700,0.17333333300,0.06666666700,0.41333333300,0.50666666700,0.01333333300,1
-8253213.7625,525071.997699998,A,Coluismariano@yahoo.com.ar,,2021/12/31,COLEGIO LUIS MARIANO,256.92307690000,20,311001094811.00000000000,54,51,50,50,53,1,1,5,10,13,4,3,11,6,0,5,6,7,2,0,0,7,12,1,0,8,12,0,6,6,8,0,0.15000000000,0.55000000000,0.30000000000,0.00000000000,0.30000000000,0.35000000000,0.10000000000,0.25000000000,0.00000000000,0.00000000000,0.35000000000,0.60000000000,0.05000000000,0.00000000000,0.40000000000,0.60000000000,0.00000000000,0.30000000000,0.30000000000,0.40000000000,0.00000000000,3
-8250340.7813,524980.620099999,A,colegiomayordegales@hotmail.com  --  carmenzafase@hotmail.com,www.colegiomayordegales.edu.co,2021/12/31,COLEGIO MAYOR DE GALES,264.61538460000,33,311001094993.00000000000,56,53,49,52,58,1,1,5,10,13,4,2,20,11,0,6,12,10,5,0,0,9,20,4,0,11,21,1,7,16,9,1,0.06060606100,0.60606060600,0.33333333300,0.00000000000,0.36363636400,0.30303030300,0.15151515200,0.18181818200,0.00000000000,0.00000000000,0.27272727300,0.60606060600,0.12121212100,0.00000000000,0.33333333300,0.63636363600,0.03030303000,0.21212121200,0.48484848500,0.27272727300,0.03030303000,2
-8250250.0559,523146.296,A,colegiocristianosinai@hotmail.com,,2021/12/31,COLEGIO CRISTIANO PSICOPEDAGOGICO SINAI,290.76923080000,20,311001095001.00000000000,59,58,58,56,63,1,1,5,10,13,4,0,8,11,1,1,5,7,7,0,0,2,12,6,1,3,14,2,1,4,13,2,0.00000000000,0.40000000000,0.55000000000,0.05000000000,0.25000000000,0.35000000000,0.35000000000,0.05000000000,0.00000000000,0.00000000000,0.10000000000,0.60000000000,0.30000000000,0.05000000000,0.15000000000,0.70000000000,0.10000000000,0.05000000000,0.20000000000,0.65000000000,0.10000000000,2
-8252205.4818,524920.260400001,A,liceosanleonmagno@hotmail.com  --  oscarcruz@liceosanleonmagno.edu.co,,2021/12/31,LICEO SAN LEON MAGNO,250.76923080000,27,311001096228.00000000000,53,48,48,50,55,1,1,5,10,15,4,4,15,7,1,5,10,8,4,0,3,5,17,2,3,15,9,0,10,9,8,0,0.14814814800,0.55555555600,0.25925925900,0.03703703700,0.37037037000,0.29629629600,0.14814814800,0.18518518500,0.00000000000,0.11111111100,0.18518518500,0.62962963000,0.07407407400,0.11111111100,0.55555555600,0.33333333300,0.00000000000,0.37037037000,0.33333333300,0.29629629600,0.00000000000,2
-8252779.5664,524321.4965,A,colmoderenga@hotmail.com  --  rectoria@colegiomodernoengtiva.edu.co,www.colmoden.es.tl  --  www.colegiomodernoengativa.edu.co,2021/12/31,COLEGIO MODERNO ENGATIVA,284.23076920000,20,311001097071.00000000000,58,59,54,56,58,1,1,5,10,13,4,0,12,7,2,3,9,3,4,1,0,4,13,4,0,5,11,5,2,11,7,1,0.00000000000,0.57142857100,0.33333333300,0.09523809500,0.42857142900,0.14285714300,0.19047619000,0.14285714300,0.04761904800,0.00000000000,0.19047619000,0.61904761900,0.19047619000,0.00000000000,0.23809523800,0.52380952400,0.23809523800,0.09523809500,0.52380952400,0.33333333300,0.04761904800,2
-8251617.1405,525800.093199998,A,colcat_rectoria@yahoo.e  --  colcatdelasabana@yahoo.com,www.colegiocatolicodelasabana.edu.co,2021/12/31,COLEGIO CATOLICO DE LA SABANA,295.76923080000,20,311001097259.00000000000,62,61,57,56,61,1,1,5,10,13,4,0,9,11,0,2,3,10,5,0,0,0,14,6,0,2,14,4,1,7,11,1,0.00000000000,0.45000000000,0.55000000000,0.00000000000,0.15000000000,0.50000000000,0.25000000000,0.10000000000,0.00000000000,0.00000000000,0.00000000000,0.70000000000,0.30000000000,0.00000000000,0.10000000000,0.70000000000,0.20000000000,0.05000000000,0.35000000000,0.55000000000,0.05000000000,1
-8251335.7025,524987.5077,A,colegiorealdecolombia2010@hotmail.com  --  nubiaelsy2003@outlook.com,www.colegiorealdecolombia.edu.co,2021/12/31,COLEGIO REAL DE COLOMBIA,271.15384620000,45,311001100829.00000000000,57,55,50,53,60,1,1,5,10,13,4,3,25,15,2,4,16,15,9,1,0,11,28,6,0,10,35,0,9,23,12,1,0.06666666700,0.55555555600,0.33333333300,0.04444444400,0.35555555600,0.33333333300,0.20000000000,0.08888888900,0.02222222200,0.00000000000,0.24444444400,0.62222222200,0.13333333300,0.00000000000,0.22222222200,0.77777777800,0.00000000000,0.20000000000,0.51111111100,0.26666666700,0.02222222200,2
-8249934.995,520978.583900001,A,rectoria@liceonormandia.com  --  rectoria@liceonormandia.edu.co,www.liceonormandia.com  --  www.liceonormandia.edu.co,2021/12/31,LICEO NORMANDIA,275.76923080000,35,311001101396.00000000000,59,52,54,53,63,1,1,5,10,13,4,1,23,10,1,3,8,14,8,2,0,5,22,8,3,13,18,1,2,15,18,0,0.02857142900,0.65714285700,0.28571428600,0.02857142900,0.22857142900,0.40000000000,0.22857142900,0.08571428600,0.05714285700,0.00000000000,0.14285714300,0.62857142900,0.22857142900,0.08571428600,0.37142857100,0.51428571400,0.02857142900,0.05714285700,0.42857142900,0.51428571400,0.00000000000,2
-8251482.0509,524204.235300001,A,gimnasiocalcuta@hotmail.com,www.gimnasiocalcuta.edu.co,2021/12/31,GIMNASIO MADRE TRINIDAD DE CALCUTA,250.76923080000,30,311001101451.00000000000,55,50,47,48,52,1,1,5,10,13,4,5,19,6,0,11,12,6,1,0,1,11,14,4,3,12,14,1,5,20,5,0,0.16666666700,0.63333333300,0.20000000000,0.00000000000,0.40000000000,0.20000000000,0.03333333300,0.36666666700,0.00000000000,0.03333333300,0.36666666700,0.46666666700,0.13333333300,0.10000000000,0.40000000000,0.46666666700,0.03333333300,0.16666666700,0.66666666700,0.16666666700,0.00000000000,4
-8248726.5696,523953.562800001,A,cenpefi@hotmail.com  --  montecristoandres@gmail.com,,2021/12/31,CENTRO SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS - CENPEFI,223.46153850000,28,311001105162.00000000000,48,44,42,45,44,1,1,5,10,13,4,7,9,3,0,11,5,3,0,0,3,9,5,2,4,9,6,0,10,6,3,0,0.36842105300,0.47368421100,0.15789473700,0.00000000000,0.26315789500,0.15789473700,0.00000000000,0.57894736800,0.00000000000,0.15789473700,0.47368421100,0.26315789500,0.10526315800,0.21052631600,0.47368421100,0.31578947400,0.00000000000,0.52631578900,0.31578947400,0.15789473700,0.00000000000,5
